time_imf,b_imf,rho,ps,p_dyn,sym_h,tp,ca
2016-12-23 02:53:30,5.345746,4.0336072374343864e-27,-0.5533017091134164,1.9634357306148624,-32.3,211072.0,180.5917352599769,
2016-12-23 06:13:30,4.720825,4.799308440589904e-27,-0.5640044357857718,2.5351831784622,-28.3,251526.1,142.74662331333272,
2016-12-24 04:42:30,4.0394177,4.62433394498825e-27,-0.5755887117763022,2.171893924367043,-24.1,342710.5,18.993690572294938,
2016-12-24 05:00:30,2.9473293,4.935187002849578e-27,-0.5755023361881677,2.355038470511871,-24.8,351174.5,72.44983143213041,
2016-12-24 15:11:30,5.9442253,6.492655351257324e-27,-0.25563667022542796,2.7038537869296286,-17.7,233675.83,271.52882605820247,
2016-12-26 11:20:30,3.8750615,4.283998256969451e-27,-0.3803290240507342,2.088507036788709,-26.9,118352.8,191.44385400199496,
2016-12-26 15:05:30,4.547149,5.760708440589904e-27,-0.2565811683716998,2.4009754075232466,-29.7,175495.8,177.2786663983265,
2016-12-27 03:02:30,3.3935099,9.613999999999998e-27,-0.5538781129472827,2.4043625,-25.6,nan,176.52368460822996,
2016-12-27 03:15:30,3.79916,9.613999999999998e-27,-0.5582878684227723,2.4043625,-24.6,nan,200.54315495769103,
2016-12-27 03:36:30,3.222212,4.5057611621856685e-27,-0.5643097912932906,1.7605110483338153,-24.7,234082.33,350.02728262777305,
2016-12-27 13:54:30,3.2877004,5.604961926651e-27,-0.28438337235083877,1.7857309387189506,-21.1,176779.4,78.06518949598635,
2016-12-28 05:37:30,1.9871975,5.4717395150184624e-27,-0.5695045703466081,1.212319239891108,-15.3,70750.14,115.19045733334805,
2016-12-29 11:12:30,4.9163556,9.841988859939574e-27,-0.3844685060129441,1.4622316703860672,-14.0,37787.855,170.95419809483982,
2017-01-01 14:29:30,2.7032545,1.0044708072853086e-26,-0.26391932088041137,2.58983374572007,-16.9,148896.0,48.245491994870285,
2017-01-05 01:31:30,8.853081,1.1050332018089293e-26,-0.49550069451141204,2.855938618633216,-20.6,117593.8,230.8802461186247,
2017-01-05 11:17:30,4.980203,6.029901100730895e-27,-0.37246331003898153,2.013821113129321,-10.6,200828.4,210.38470623087068,
2017-01-06 01:31:30,4.5964084,4.8710932722091665e-27,-0.4932233984887182,2.5572406383904425,-31.1,229204.0,221.3239645263198,
2017-01-06 03:06:30,3.7226121,9.613999999999998e-27,-0.5391738089979728,2.4043625,-18.1,nan,63.826376095530804,
2017-01-07 01:05:30,3.6932073,5.108879724693298e-27,-0.4748223367083023,2.4876108246205897,-20.3,187352.6,231.19916131135093,
2017-01-07 01:52:30,4.6293564,4.4972155453681944e-27,-0.502826283649803,1.8939849941946885,-20.8,170650.0,314.04249843367893,
2017-01-07 06:39:30,2.9732857,3.261068990707397e-27,-0.5391802654758937,1.6706716897172278,-22.7,236775.6,247.95817108156862,
2017-01-08 01:36:30,4.5350623,5.2925071100234975e-27,-0.49124063457724,2.3446825499862896,-20.9,164021.0,245.42233357860715,
2017-01-09 03:08:30,4.6704564,3.986604740428924e-27,-0.5325481884390559,1.6291448554239045,-25.3,186972.67,320.2961786566076,
2017-01-09 10:34:30,4.423024,2.762422782802581e-27,-0.3958922087473611,1.0367381723567028,-14.6,62070.668,281.42260778796526,
2017-01-09 11:04:30,4.4515285,2.9006810616493218e-27,-0.37409860636454423,1.087541558461634,-17.4,61076.715,266.228496809435,
2017-01-09 12:51:30,4.504805,4.234005871391296e-27,-0.3009105362380977,1.945461621424211,-19.0,179532.6,194.62883951386362,
2017-01-09 13:42:30,4.8347206,9.613999999999998e-27,-0.2715180925145623,2.4043625,-21.1,nan,209.47204269359526,
2017-01-10 03:48:30,4.3249884,4.275025840663909e-27,-0.5416901636353418,1.4123310528342403,-16.8,197282.11,265.3220350839259,
2017-01-10 04:18:30,4.116024,4.1955494496345514e-27,-0.5471958330047809,1.4124680716840234,-17.3,178711.2,256.53263347125176,
2017-01-11 02:01:30,3.4559083,7.328005096435546e-27,-0.4969476007501311,2.0005985977485805,-15.1,119702.22,260.63061719966515,
2017-01-15 00:57:30,3.5850117,2.149305743179321e-26,-0.44609450927577265,2.565278457667303,-4.6,15751.6,123.97271456815044,
2017-01-16 00:56:30,2.0334811,2.2735186055755614e-26,-0.4419866505241431,2.4586352606338284,1.5,40948.1,197.90504903228694,
2017-01-21 00:19:30,3.463577,6.387541651344299e-27,-0.39811823339610386,1.6893804417053984,-19.8,67039.6,39.92154728356492,
2017-01-21 00:56:30,6.1840677,5.934241169929504e-27,-0.42313289741363425,1.5762472796426041,-18.3,61454.125,42.87965440177325,
2017-01-23 10:31:30,3.4944732,5.9286331805229176e-27,-0.3551576880534359,1.3145134766713316,-7.2,55187.0,97.77882981812482,
2017-01-24 03:03:30,3.394438,5.578042385578155e-27,-0.47831201645714183,0.8482177576019198,-17.2,66479.7,254.8030246677294,
2017-01-24 04:36:30,2.4171789,7.72004266014099e-27,-0.5003812860221798,1.1156796968050964,-15.6,70903.9,123.47799030618808,
2017-01-26 00:28:30,3.8865514,1.9860118006134032e-26,-0.3830213200576678,2.3889932718412106,-1.7,91820.25,86.7082884566389,
2017-01-27 11:10:30,2.896098,6.191416055011748e-27,-0.31031082948301925,2.2083931572994278,-23.2,260451.5,127.34079013091045,
2017-01-27 12:03:30,4.5649486,6.2266675839424125e-27,-0.2725322960083784,2.251609593372376,-16.4,235626.33,138.68582996495002,
2017-01-28 00:28:30,3.922159,1.0029325870895385e-26,-0.3738607099383666,2.7278650347398696,-14.1,133040.8,63.86523987190818,
2017-01-28 00:46:30,3.5909107,9.412105046463011e-27,-0.3860503021636448,2.5568633961575618,-15.0,141107.62,112.8691492420275,
2017-02-03 23:52:30,4.192875,6.472144678974151e-27,-0.31399718645448144,2.339069613665006,-23.7,129608.6,48.3026128668991,
2017-02-04 01:14:30,4.6354365,5.033463200759887e-27,-0.3695171323239797,1.7304093647718783,-17.1,74875.445,353.9990325074936,
2017-02-04 06:48:30,2.741195,2.7880600916862484e-27,-0.43095073435348336,1.1086943436950194,-22.7,136216.0,200.2631581828555,
2017-02-06 08:07:30,4.64653,4.8668211514472954e-27,-0.3851211726412244,1.4716238563608521,-14.6,66693.0,22.353033738201084,
2017-11-20 07:41:30,1.4627618,1.7420568806838987e-26,-0.45655571064196154,2.119004866760469,0.2,23766.0,342.0177170098114,
2017-12-12 07:20:30,4.252446,1.2104025229835507e-26,-0.5294101963713805,2.7975511945824234,-21.0,200556.1,127.49762493463228,
2017-12-29 03:58:30,4.0247035,1.1360999869728087e-26,-0.5664082126973022,1.4036351175155974,-4.0,20271.428,253.02744869109287,
2018-01-09 09:18:30,3.7282264,5.214633853054046e-27,-0.45006659846721664,1.4549487264474086,-13.0,104226.6,47.9641257671062,
2018-01-21 04:28:30,6.1575265,1.9035719266510008e-26,-0.511860898251195,2.768945384460037,-2.9,81754.0,237.16160226807025,
2018-02-01 01:15:30,2.8600132,1.2815462843513487e-26,-0.3861713981728681,2.231585184913221,-5.9,138242.5,242.34340724417046,
2018-02-01 14:25:30,3.1659477,1.2047715203285216e-26,-0.16747859793885245,1.9593747750129016,1.7,131122.14,301.0812924080418,
2018-02-01 14:37:30,3.0825307,1.2123253669929503e-26,-0.16225174851760424,1.975641617956622,2.4,128269.5,252.5939502448505,
2018-02-07 03:12:30,4.1357193,7.684791131210327e-27,-0.41338019281364713,1.241719758792202,-1.9,62905.668,334.71895124952636,
2018-02-09 22:21:30,4.4576683,2.2948618806838987e-26,-0.21786913151531848,2.4235125772816755,3.1,29590.0,110.5610917176968,
2018-02-18 09:33:30,4.605672,7.4777690826416e-27,-0.2637249092712979,2.4008992987867654,-16.1,236577.0,132.13149847513574,
2018-02-20 17:06:30,2.44679,6.518292201709745e-27,-0.021725938681784913,1.0841496961720405,-13.4,109934.0,29.918636206338277,
2018-03-09 15:32:30,3.4663844,1.1493537843513486e-26,0.07790652992176852,1.4071823620964397,9.3,54285.125,90.3912357401365,
2018-03-12 10:53:30,2.1810458,1.0143838328170775e-26,-0.060838329761236314,1.421924745266662,1.1,37256.11,123.58243755897591,
2018-03-15 03:49:30,5.0896144,1.2873145413208006e-26,-0.1961921808396332,1.9669363234638428,-20.5,205500.5,246.39297859174684,
2018-03-17 22:16:30,5.403711,7.812335871887206e-27,0.011675597317194277,2.227698499785575,-14.3,116719.5,290.0270615382939,
2018-03-18 01:33:30,3.8388605,7.597463188266753e-27,-0.12126143929385028,2.097450502940054,-15.3,102005.5,264.4637125316871,
2018-03-18 02:05:30,2.7743323,8.629526238632202e-27,-0.13820064636656806,2.3776966237931743,-12.6,147128.4,213.53290434386966,
2018-03-26 13:09:30,3.7024956,6.0525471457481376e-27,0.13083496428738342,1.5384396094217572,-15.5,107841.11,236.5462295446088,
2018-03-26 13:20:30,3.8053002,6.1401414372444145e-27,0.13746144340019867,1.5709082180868312,-16.7,109846.445,243.30020746386253,
