mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used,walen1,walen2,jet_detection,r_W,theta_W,np_median_msp,np_median_msh,b_imf_x,b_imf_y,b_imf_z,dipole,imf_clock_angle,p_dyn,Date,Probe,x_gsm,y_gsm,z_gsm,r_spc,theta_w,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,ind_jet_center,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
3,2015-09-03 17:09:34,2015-09-03 17:19:34,1.5,10.93,-4.61,10.260000228881836,10.850000381469727,32.36000061035156,9.039,va_cs,False,False,True,1.358,60.008,2.222,38.132,3.069999933242798,4.860000133514404,4.860000133514404,17.074,45.029,3.84,2015-09-03 17:23:54.199000+00:00,3,1.418,10.955,-4.538,11.857,60.008,6910,6942,3288,3320,268,25.545,2.842,-1.681,30.022,3.056,-1.115,29.918,3.802,-19.485,36.971,3.802,-19.485,36.971,2.222,2.239,38.132,38.07,90.295,143.474,-33.738,91.016,149.806,-34.937,0.644,-272.752,-130.213,0.241,-272.819,-129.943,44813712.0,1353577.375,45792284.0,1380423.25,52065572.0,2090190.0,53097936.0,2192068.5,1.265,4.108,
3,2015-09-03 17:09:34,2015-09-03 17:19:34,1.5,10.93,-4.61,10.260000228881836,10.850000381469727,32.36000061035156,12.198,bisection,False,False,True,1.358,60.008,2.222,38.132,3.069999933242798,4.860000133514404,4.860000133514404,17.074,45.029,3.84,2015-09-03 17:23:54.199000+00:00,3,1.418,10.955,-4.538,11.857,60.008,6910,6942,3288,3320,268,25.545,2.842,-1.681,30.022,3.056,-1.115,29.918,3.802,-19.485,36.971,3.802,-19.485,36.971,2.222,2.239,38.132,38.07,90.295,143.474,-33.738,91.016,149.806,-34.937,0.644,-272.752,-130.213,0.241,-272.819,-129.943,44813712.0,1353577.375,45792284.0,1380423.25,52065572.0,2090190.0,53097936.0,2192068.5,1.265,4.108,
3,2015-09-07 17:01:53,2015-09-07 17:11:53,2.06,10.74,-4.75,-24.8799991607666,31.5,14.720000267028809,10.75,shear,False,False,True,0.634,30.684,3.945,13.675,0.17000000178813934,10.649999618530273,2.450000047683716,15.619,77.045,5.46,2015-09-07 17:07:34.144000+00:00,3,2.053,10.746,-4.746,11.748,30.684,4769,4801,724,756,2198,44.725,5.677,-10.021,21.615,5.444,-10.119,21.072,1.871,-41.936,15.627,1.871,-41.936,15.627,3.945,3.929,13.675,13.777,-26.41,-22.576,-1.644,-30.744,-23.328,-1.593,2.735,-288.143,-281.685,1.03,-287.19,-282.606,16380057.0,2558080.5,16448027.0,2551617.75,20235170.0,3652405.75,20107426.0,3649212.75,0.712,4.015,
3,2015-09-07 17:01:53,2015-09-07 17:11:53,2.06,10.74,-4.75,-24.8799991607666,31.5,14.720000267028809,11.527,rx_en,False,False,True,0.634,30.684,3.945,13.675,0.17000000178813934,10.649999618530273,2.450000047683716,15.619,77.045,5.46,2015-09-07 17:07:34.144000+00:00,3,2.053,10.746,-4.746,11.748,30.684,4769,4801,724,756,2198,44.725,5.677,-10.021,21.615,5.444,-10.119,21.072,1.871,-41.936,15.627,1.871,-41.936,15.627,3.945,3.929,13.675,13.777,-26.41,-22.576,-1.644,-30.744,-23.328,-1.593,2.735,-288.143,-281.685,1.03,-287.19,-282.606,16380057.0,2558080.5,16448027.0,2551617.75,20235170.0,3652405.75,20107426.0,3649212.75,0.712,4.015,
3,2015-09-07 17:01:53,2015-09-07 17:11:53,2.06,10.74,-4.75,-24.8799991607666,31.5,14.720000267028809,12.74,va_cs,False,False,True,0.634,30.684,3.945,13.675,0.17000000178813934,10.649999618530273,2.450000047683716,15.619,77.045,5.46,2015-09-07 17:07:34.144000+00:00,3,2.053,10.746,-4.746,11.748,30.684,4769,4801,724,756,2198,44.725,5.677,-10.021,21.615,5.444,-10.119,21.072,1.871,-41.936,15.627,1.871,-41.936,15.627,3.945,3.929,13.675,13.777,-26.41,-22.576,-1.644,-30.744,-23.328,-1.593,2.735,-288.143,-281.685,1.03,-287.19,-282.606,16380057.0,2558080.5,16448027.0,2551617.75,20235170.0,3652405.75,20107426.0,3649212.75,0.712,4.015,
3,2015-09-07 17:01:53,2015-09-07 17:11:53,2.06,10.74,-4.75,-24.8799991607666,31.5,14.720000267028809,10.779,bisection,False,False,True,0.634,30.684,3.945,13.675,0.17000000178813934,10.649999618530273,2.450000047683716,15.619,77.045,5.46,2015-09-07 17:07:34.144000+00:00,3,2.053,10.746,-4.746,11.748,30.684,4769,4801,724,756,2198,44.725,5.677,-10.021,21.615,5.444,-10.119,21.072,1.871,-41.936,15.627,1.871,-41.936,15.627,3.945,3.929,13.675,13.777,-26.41,-22.576,-1.644,-30.744,-23.328,-1.593,2.735,-288.143,-281.685,1.03,-287.19,-282.606,16380057.0,2558080.5,16448027.0,2551617.75,20235170.0,3652405.75,20107426.0,3649212.75,0.712,4.015,
3,2015-09-09 08:37:50,2015-09-09 08:47:50,5.29,5.99,-3.34,-0.44999998807907104,36.0,11.829999923706055,3.34,shear,False,False,True,2.392,33.03,2.785,24.422,1.4299999475479126,1.7200000286102295,-9.40999984741211,0.32,169.642,3.84,2015-09-09 08:45:04.146000+00:00,3,5.291,6.024,-3.374,6.905,33.03,1228,1260,3222,3254,980,17.674,30.83,-45.345,11.902,30.627,-45.557,11.915,14.243,-35.27,18.466,14.243,-35.27,18.466,2.785,2.72,24.422,25.276,15.644,37.752,-52.656,8.099,40.488,-53.89,-22.008,-44.606,-158.67,-35.462,-49.506,-165.184,25097052.0,4161640.0,25245284.0,4329424.0,22402180.0,4672631.0,22412968.0,4727451.5,2.39,0.729,
3,2015-09-09 08:37:50,2015-09-09 08:47:50,5.29,5.99,-3.34,-0.44999998807907104,36.0,11.829999923706055,5.24,rx_en,False,False,True,2.392,33.03,2.785,24.422,1.4299999475479126,1.7200000286102295,-9.40999984741211,0.32,169.642,3.84,2015-09-09 08:45:04.146000+00:00,3,5.291,6.024,-3.374,6.905,33.03,1228,1260,3222,3254,980,17.674,30.83,-45.345,11.902,30.627,-45.557,11.915,14.243,-35.27,18.466,14.243,-35.27,18.466,2.785,2.72,24.422,25.276,15.644,37.752,-52.656,8.099,40.488,-53.89,-22.008,-44.606,-158.67,-35.462,-49.506,-165.184,25097052.0,4161640.0,25245284.0,4329424.0,22402180.0,4672631.0,22412968.0,4727451.5,2.39,0.729,
3,2015-09-09 08:37:50,2015-09-09 08:47:50,5.29,5.99,-3.34,-0.44999998807907104,36.0,11.829999923706055,5.34,va_cs,False,False,True,2.392,33.03,2.785,24.422,1.4299999475479126,1.7200000286102295,-9.40999984741211,0.32,169.642,3.84,2015-09-09 08:45:04.146000+00:00,3,5.291,6.024,-3.374,6.905,33.03,1228,1260,3222,3254,980,17.674,30.83,-45.345,11.902,30.627,-45.557,11.915,14.243,-35.27,18.466,14.243,-35.27,18.466,2.785,2.72,24.422,25.276,15.644,37.752,-52.656,8.099,40.488,-53.89,-22.008,-44.606,-158.67,-35.462,-49.506,-165.184,25097052.0,4161640.0,25245284.0,4329424.0,22402180.0,4672631.0,22412968.0,4727451.5,2.39,0.729,
3,2015-09-09 08:37:50,2015-09-09 08:47:50,5.29,5.99,-3.34,-0.44999998807907104,36.0,11.829999923706055,5.34,bisection,False,False,True,2.392,33.03,2.785,24.422,1.4299999475479126,1.7200000286102295,-9.40999984741211,0.32,169.642,3.84,2015-09-09 08:45:04.146000+00:00,3,5.291,6.024,-3.374,6.905,33.03,1228,1260,3222,3254,980,17.674,30.83,-45.345,11.902,30.627,-45.557,11.915,14.243,-35.27,18.466,14.243,-35.27,18.466,2.785,2.72,24.422,25.276,15.644,37.752,-52.656,8.099,40.488,-53.89,-22.008,-44.606,-158.67,-35.462,-49.506,-165.184,25097052.0,4161640.0,25245284.0,4329424.0,22402180.0,4672631.0,22412968.0,4727451.5,2.39,0.729,
3,2015-09-09 12:54:02,2015-09-09 13:04:02,4.32,9.0,-5.57,3.940000057220459,14.770000457763672,4.03000020980835,3.57,shear,False,False,True,3.681,64.979,1.059,16.17,-1.2300000190734863,-2.0999999046325684,-7.690000057220459,10.483,195.309,2.64,2015-09-09 12:58:14.096000+00:00,3,4.324,8.994,-5.566,10.577,64.979,127,159,1209,1241,326,149.018,10.849,-10.383,8.506,11.038,-10.489,8.402,-11.963,18.553,-35.877,-11.963,18.553,-35.877,1.059,1.08,16.17,16.025,-28.565,-4.215,-20.754,-26.656,-2.618,-18.17,-0.926,-190.38,-70.555,-1.351,-190.235,-70.29,63916632.0,1633950.125,63987608.0,1634866.0,78784040.0,2645754.0,79005416.0,2640166.75,0.625,8.682,
3,2015-09-09 12:54:02,2015-09-09 13:04:02,4.32,9.0,-5.57,3.940000057220459,14.770000457763672,4.03000020980835,4.91,rx_en,False,False,True,3.681,64.979,1.059,16.17,-1.2300000190734863,-2.0999999046325684,-7.690000057220459,10.483,195.309,2.64,2015-09-09 12:58:14.096000+00:00,3,4.324,8.994,-5.566,10.577,64.979,127,159,1209,1241,326,149.018,10.849,-10.383,8.506,11.038,-10.489,8.402,-11.963,18.553,-35.877,-11.963,18.553,-35.877,1.059,1.08,16.17,16.025,-28.565,-4.215,-20.754,-26.656,-2.618,-18.17,-0.926,-190.38,-70.555,-1.351,-190.235,-70.29,63916632.0,1633950.125,63987608.0,1634866.0,78784040.0,2645754.0,79005416.0,2640166.75,0.625,8.682,
3,2015-09-09 12:54:02,2015-09-09 13:04:02,4.32,9.0,-5.57,3.940000057220459,14.770000457763672,4.03000020980835,5.576,va_cs,False,False,True,3.681,64.979,1.059,16.17,-1.2300000190734863,-2.0999999046325684,-7.690000057220459,10.483,195.309,2.64,2015-09-09 12:58:14.096000+00:00,3,4.324,8.994,-5.566,10.577,64.979,127,159,1209,1241,326,149.018,10.849,-10.383,8.506,11.038,-10.489,8.402,-11.963,18.553,-35.877,-11.963,18.553,-35.877,1.059,1.08,16.17,16.025,-28.565,-4.215,-20.754,-26.656,-2.618,-18.17,-0.926,-190.38,-70.555,-1.351,-190.235,-70.29,63916632.0,1633950.125,63987608.0,1634866.0,78784040.0,2645754.0,79005416.0,2640166.75,0.625,8.682,
3,2015-09-09 12:54:02,2015-09-09 13:04:02,4.32,9.0,-5.57,3.940000057220459,14.770000457763672,4.03000020980835,5.576,bisection,False,False,True,3.681,64.979,1.059,16.17,-1.2300000190734863,-2.0999999046325684,-7.690000057220459,10.483,195.309,2.64,2015-09-09 12:58:14.096000+00:00,3,4.324,8.994,-5.566,10.577,64.979,127,159,1209,1241,326,149.018,10.849,-10.383,8.506,11.038,-10.489,8.402,-11.963,18.553,-35.877,-11.963,18.553,-35.877,1.059,1.08,16.17,16.025,-28.565,-4.215,-20.754,-26.656,-2.618,-18.17,-0.926,-190.38,-70.555,-1.351,-190.235,-70.29,63916632.0,1633950.125,63987608.0,1634866.0,78784040.0,2645754.0,79005416.0,2640166.75,0.625,8.682,
3,2015-09-09 13:38:29,2015-09-09 13:48:29,4.01,9.4,-5.62,-2.6600000858306885,-21.549999237060547,-17.399999618530273,3.12,shear,False,False,True,2.234,52.664,1.168,14.508,-1.340000033378601,-2.740000009536743,-7.360000133514404,11.936,200.454,2.37,2015-09-09 13:42:44.132000+00:00,3,4.017,9.39,-5.621,10.944,52.664,650,682,27,59,305,159.044,11.06,-17.806,15.508,11.019,-18.033,15.549,-4.413,18.129,-24.988,-4.413,18.129,-24.988,1.168,1.198,14.508,14.794,-93.298,37.287,-70.299,-97.456,36.738,-68.915,-6.903,-159.268,-48.344,-7.59,-160.267,-47.297,32188856.0,2048423.375,31480500.0,2078665.25,40307252.0,2468897.0,39972260.0,2501140.0,1.164,2.098,
3,2015-09-09 13:38:29,2015-09-09 13:48:29,4.01,9.4,-5.62,-2.6600000858306885,-21.549999237060547,-17.399999618530273,4.326,rx_en,False,False,True,2.234,52.664,1.168,14.508,-1.340000033378601,-2.740000009536743,-7.360000133514404,11.936,200.454,2.37,2015-09-09 13:42:44.132000+00:00,3,4.017,9.39,-5.621,10.944,52.664,650,682,27,59,305,159.044,11.06,-17.806,15.508,11.019,-18.033,15.549,-4.413,18.129,-24.988,-4.413,18.129,-24.988,1.168,1.198,14.508,14.794,-93.298,37.287,-70.299,-97.456,36.738,-68.915,-6.903,-159.268,-48.344,-7.59,-160.267,-47.297,32188856.0,2048423.375,31480500.0,2078665.25,40307252.0,2468897.0,39972260.0,2501140.0,1.164,2.098,
3,2015-09-09 13:38:29,2015-09-09 13:48:29,4.01,9.4,-5.62,-2.6600000858306885,-21.549999237060547,-17.399999618530273,5.62,va_cs,False,False,True,2.234,52.664,1.168,14.508,-1.340000033378601,-2.740000009536743,-7.360000133514404,11.936,200.454,2.37,2015-09-09 13:42:44.132000+00:00,3,4.017,9.39,-5.621,10.944,52.664,650,682,27,59,305,159.044,11.06,-17.806,15.508,11.019,-18.033,15.549,-4.413,18.129,-24.988,-4.413,18.129,-24.988,1.168,1.198,14.508,14.794,-93.298,37.287,-70.299,-97.456,36.738,-68.915,-6.903,-159.268,-48.344,-7.59,-160.267,-47.297,32188856.0,2048423.375,31480500.0,2078665.25,40307252.0,2468897.0,39972260.0,2501140.0,1.164,2.098,
3,2015-09-09 13:38:29,2015-09-09 13:48:29,4.01,9.4,-5.62,-2.6600000858306885,-21.549999237060547,-17.399999618530273,5.62,bisection,False,False,True,2.234,52.664,1.168,14.508,-1.340000033378601,-2.740000009536743,-7.360000133514404,11.936,200.454,2.37,2015-09-09 13:42:44.132000+00:00,3,4.017,9.39,-5.621,10.944,52.664,650,682,27,59,305,159.044,11.06,-17.806,15.508,11.019,-18.033,15.549,-4.413,18.129,-24.988,-4.413,18.129,-24.988,1.168,1.198,14.508,14.794,-93.298,37.287,-70.299,-97.456,36.738,-68.915,-6.903,-159.268,-48.344,-7.59,-160.267,-47.297,32188856.0,2048423.375,31480500.0,2078665.25,40307252.0,2468897.0,39972260.0,2501140.0,1.164,2.098,
3,2015-09-09 13:55:44,2015-09-09 14:05:44,3.88,9.54,-5.61,-2.2699999809265137,-17.950000762939453,-12.59000015258789,3.058,shear,False,False,True,1.313,40.065,1.063,14.133,-1.409999966621399,-2.440000057220459,-7.239999771118164,12.435,198.613,3.03,2015-09-09 14:00:14.147000+00:00,3,3.888,9.537,-5.615,11.068,40.065,5628,5660,2417,2449,3268,83.884,6.609,-7.764,7.603,6.683,-7.836,7.484,11.856,5.243,-2.698,11.856,5.243,-2.698,1.063,1.072,14.133,14.009,-34.567,60.705,-59.153,-38.489,60.441,-59.694,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,58740596.0,4898221.0,58989912.0,4915913.5,68143984.0,4980229.0,68187608.0,4989609.0,17.6,14.275,
3,2015-09-09 13:55:44,2015-09-09 14:05:44,3.88,9.54,-5.61,-2.2699999809265137,-17.950000762939453,-12.59000015258789,5.03,rx_en,False,False,True,1.313,40.065,1.063,14.133,-1.409999966621399,-2.440000057220459,-7.239999771118164,12.435,198.613,3.03,2015-09-09 14:00:14.147000+00:00,3,3.888,9.537,-5.615,11.068,40.065,5628,5660,2417,2449,3268,83.884,6.609,-7.764,7.603,6.683,-7.836,7.484,11.856,5.243,-2.698,11.856,5.243,-2.698,1.063,1.072,14.133,14.009,-34.567,60.705,-59.153,-38.489,60.441,-59.694,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,58740596.0,4898221.0,58989912.0,4915913.5,68143984.0,4980229.0,68187608.0,4989609.0,17.6,14.275,
3,2015-09-09 13:55:44,2015-09-09 14:05:44,3.88,9.54,-5.61,-2.2699999809265137,-17.950000762939453,-12.59000015258789,5.61,va_cs,False,False,True,1.313,40.065,1.063,14.133,-1.409999966621399,-2.440000057220459,-7.239999771118164,12.435,198.613,3.03,2015-09-09 14:00:14.147000+00:00,3,3.888,9.537,-5.615,11.068,40.065,5628,5660,2417,2449,3268,83.884,6.609,-7.764,7.603,6.683,-7.836,7.484,11.856,5.243,-2.698,11.856,5.243,-2.698,1.063,1.072,14.133,14.009,-34.567,60.705,-59.153,-38.489,60.441,-59.694,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,58740596.0,4898221.0,58989912.0,4915913.5,68143984.0,4980229.0,68187608.0,4989609.0,17.6,14.275,
3,2015-09-09 13:55:44,2015-09-09 14:05:44,3.88,9.54,-5.61,-2.2699999809265137,-17.950000762939453,-12.59000015258789,5.61,bisection,False,False,True,1.313,40.065,1.063,14.133,-1.409999966621399,-2.440000057220459,-7.239999771118164,12.435,198.613,3.03,2015-09-09 14:00:14.147000+00:00,3,3.888,9.537,-5.615,11.068,40.065,5628,5660,2417,2449,3268,83.884,6.609,-7.764,7.603,6.683,-7.836,7.484,11.856,5.243,-2.698,11.856,5.243,-2.698,1.063,1.072,14.133,14.009,-34.567,60.705,-59.153,-38.489,60.441,-59.694,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,58740596.0,4898221.0,58989912.0,4915913.5,68143984.0,4980229.0,68187608.0,4989609.0,17.6,14.275,
