mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,1.0,shear
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,4.98,rx_en
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,3.98,va_cs
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,6.97,bisection
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,1.0,shear
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,4.98,rx_en
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,3.98,va_cs
2,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.38,21.4,27.9,6.97,bisection
