mms_spc_num,date_from,date_to,spc_pos_x,spc_pos_y,spc_pos_z,b_msh_x,b_msh_y,b_msh_z,r_rc,method_used
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,1.0,shear
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,4.98,rx_en
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,3.98,va_cs
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,6.97,bisection
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,1.0,shear
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,4.98,rx_en
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,3.98,va_cs
1,2015-10-16 10:28:30,2015-10-16 10:38:30,9.22,6.08,-4.39,3.39,21.43,27.93,6.97,bisection
