Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,ind_jet_center,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
2015-09-07 14:03:34.144000+00:00,3,False,False,True,3.615,9.622,-5.572,11.119,2.679,42.568,2015-09-07 14:12:01.418042496+00:00,4593,4625,2027,2059,6449,129.676,6.334,0.036,27.848,6.354,-0.08,27.786,-13.256,31.261,-24.178,-13.256,31.261,-24.178,1.504,1.5,21.431,21.22,25.442,61.961,-96.242,25.686,62.384,-95.125,0.524,-312.786,-208.957,3.892,-318.487,-205.382,46014400.0,3081121.5,45658764.0,3118009.5,51722764.0,3598426.0,51755168.0,3708939.0,1.359,3.044,
2015-09-08 10:40:24.103000+00:00,3,False,False,True,4.938,7.576,-4.709,8.92,0.892,55.557,2015-09-08 10:49:02.335199616+00:00,4695,4727,1623,1655,7454,21.64,18.165,-30.659,55.563,18.12,-30.76,55.618,10.174,-13.073,83.727,10.174,-13.073,83.727,4.085,4.086,20.521,20.458,22.893,-76.306,-6.853,22.724,-76.059,-7.172,-31.341,-284.275,-113.02,-26.609,-285.343,-111.967,19364604.0,698903.4375,19369056.0,694763.25,26752184.0,2049826.875,26751456.0,2060135.5,0.112,0.71,
2015-09-08 17:56:34.196000+00:00,3,False,False,True,1.709,10.797,-4.404,11.661,1.169,43.645,2015-09-08 18:01:57.346921984+00:00,1268,1300,2333,2365,2155,28.206,7.839,-6.689,44.973,8.178,-6.896,45.187,-11.06,9.465,54.756,-11.06,9.465,54.756,2.105,2.092,23.347,21.733,19.888,20.367,-6.35,17.518,22.481,-5.82,-45.756,-299.974,-156.22,-58.844,-303.866,-154.887,31283846.0,1892630.0,31518932.0,1997713.875,42847056.0,2684575.75,43084408.0,2666184.5,0.512,1.206,
2015-09-09 13:51:34.089000+00:00,3,False,False,True,3.951,9.467,-5.62,11.009,2.287,64.157,2015-09-09 13:52:55.575419520+00:00,1141,1173,3016,3048,1142,89.614,9.047,-10.936,17.466,9.057,-11.046,17.582,11.856,5.243,-2.698,11.856,5.243,-2.698,0.706,0.706,14.133,14.009,49.407,22.338,-40.943,43.137,22.032,-39.912,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,54192124.0,4898221.0,54733744.0,4915913.5,74107368.0,4980229.0,74485368.0,4989609.0,17.6,2.967,
2015-09-09 13:52:54.191000+00:00,3,False,False,True,3.94,9.479,-5.619,11.02,2.287,64.157,2015-09-09 13:52:55.575419520+00:00,1073,1105,2948,2980,1074,89.614,9.047,-10.936,17.466,9.057,-11.046,17.582,11.856,5.243,-2.698,11.856,5.243,-2.698,0.706,0.706,14.133,14.009,49.407,22.338,-40.943,43.137,22.032,-39.912,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,54192124.0,4898221.0,54733744.0,4915913.5,74107368.0,4980229.0,74485368.0,4989609.0,17.6,2.967,
2015-09-09 13:53:54.191000+00:00,3,False,False,True,3.933,9.488,-5.619,11.027,2.287,64.157,2015-09-09 13:52:55.575419520+00:00,673,705,2548,2580,674,89.614,9.047,-10.936,17.466,9.057,-11.046,17.582,11.856,5.243,-2.698,11.856,5.243,-2.698,0.706,0.706,14.133,14.009,49.407,22.338,-40.943,43.137,22.032,-39.912,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,54192124.0,4898221.0,54733744.0,4915913.5,74107368.0,4980229.0,74485368.0,4989609.0,17.6,2.967,
2015-09-09 13:57:34.094000+00:00,3,False,False,True,3.907,9.517,-5.617,11.051,2.287,64.157,2015-09-09 13:52:55.575419520+00:00,542,574,2417,2449,543,89.614,9.047,-10.936,17.466,9.057,-11.046,17.582,11.856,5.243,-2.698,11.856,5.243,-2.698,0.706,0.706,14.133,14.009,49.407,22.338,-40.943,43.137,22.032,-39.912,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,54192124.0,4898221.0,54733744.0,4915913.5,74107368.0,4980229.0,74485368.0,4989609.0,17.6,2.967,
2015-09-09 14:00:14.147000+00:00,3,False,False,True,3.888,9.537,-5.615,11.068,1.998,52.26,2015-09-09 14:09:10.657073920+00:00,5628,5660,2417,2449,6242,83.884,6.609,-7.764,7.603,6.683,-7.836,7.484,11.856,5.243,-2.698,11.856,5.243,-2.698,1.063,1.072,14.133,14.009,-34.567,60.705,-59.153,-38.489,60.441,-59.694,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,58740596.0,4898221.0,58989912.0,4915913.5,68143984.0,4980229.0,68187608.0,4989609.0,17.6,14.275,
2015-09-09 14:03:54.200000+00:00,3,False,False,True,3.858,9.57,-5.612,11.094,1.998,52.26,2015-09-09 14:09:10.657073920+00:00,5566,5598,1482,1514,5307,89.943,12.17,-13.412,26.217,12.188,-13.821,26.544,11.856,5.243,-2.698,11.856,5.243,-2.698,0.628,0.62,14.133,14.009,80.628,70.295,55.576,85.747,67.279,53.453,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,65139244.0,4898221.0,64883828.0,4915913.5,70068304.0,4980229.0,70406128.0,4989609.0,17.6,1.414,
2015-09-09 14:05:54.201000+00:00,3,False,False,True,3.843,9.587,-5.61,11.107,1.998,52.26,2015-09-09 14:09:10.657073920+00:00,4766,4798,682,714,4507,89.943,12.17,-13.412,26.217,12.188,-13.821,26.544,11.856,5.243,-2.698,11.856,5.243,-2.698,0.628,0.62,14.133,14.009,80.628,70.295,55.576,85.747,67.279,53.453,-150.982,-159.573,-250.327,-148.716,-163.307,-246.55,65139244.0,4898221.0,64883828.0,4915913.5,70068304.0,4980229.0,70406128.0,4989609.0,17.6,1.414,
2015-09-09 14:08:24.203000+00:00,3,False,False,True,3.824,9.607,-5.607,11.124,5.673,56.287,2015-09-09 14:09:10.657073920+00:00,4167,4199,1975,2007,3908,177.235,12.17,-13.412,26.217,12.188,-13.821,26.544,-11.07,14.754,-25.69,-11.07,14.754,-25.69,0.628,0.62,18.336,18.353,80.628,70.295,55.576,85.747,67.279,53.453,-3.551,-101.785,-25.865,-3.523,-101.735,-26.26,65139244.0,1659905.625,64883828.0,1662377.0,70068304.0,2349354.25,70406128.0,2374340.75,1.206,1.414,
2015-09-09 14:09:44.154000+00:00,3,False,False,True,3.817,9.615,-5.606,11.13,5.673,56.287,2015-09-09 14:09:10.657073920+00:00,3634,3666,1442,1474,3375,177.235,12.17,-13.412,26.217,12.188,-13.821,26.544,-11.07,14.754,-25.69,-11.07,14.754,-25.69,0.628,0.62,18.336,18.353,80.628,70.295,55.576,85.747,67.279,53.453,-3.551,-101.785,-25.865,-3.523,-101.735,-26.26,65139244.0,1659905.625,64883828.0,1662377.0,70068304.0,2349354.25,70406128.0,2374340.75,1.206,1.414,
2015-09-09 14:11:14.156000+00:00,3,False,False,True,3.805,9.627,-5.604,11.14,5.673,56.287,2015-09-09 14:09:10.657073920+00:00,3034,3066,842,874,2775,177.235,12.17,-13.412,26.217,12.188,-13.821,26.544,-11.07,14.754,-25.69,-11.07,14.754,-25.69,0.628,0.62,18.336,18.353,80.628,70.295,55.576,85.747,67.279,53.453,-3.551,-101.785,-25.865,-3.523,-101.735,-26.26,65139244.0,1659905.625,64883828.0,1662377.0,70068304.0,2349354.25,70406128.0,2374340.75,1.206,1.414,
2015-09-09 14:16:04.109000+00:00,3,False,False,True,3.767,9.667,-5.597,11.171,3.939,62.719,2015-09-09 14:09:10.657073920+00:00,3326,3358,2560,2592,1243,159.009,13.942,-12.984,20.745,13.958,-12.73,21.294,-10.309,7.962,-34.446,-10.309,7.962,-34.446,1.078,0.995,16.429,16.405,-84.104,37.035,-30.371,-89.379,51.605,-53.254,-21.651,-197.943,-50.325,-22.192,-203.953,-50.494,47885004.0,2040192.25,50375676.0,2046040.75,46476280.0,2617200.75,54195392.0,2611992.5,0.943,2.248,
2015-09-09 18:49:54.133000+00:00,3,False,False,True,1.298,10.718,-4.019,11.446,0.6,36.354,2015-09-09 18:55:19.932299648+00:00,1470,1502,349,381,3436,49.516,20.245,-25.798,9.29,20.319,-25.439,9.249,-0.668,-5.301,-0.386,-0.668,-5.301,-0.386,3.638,3.635,11.544,11.498,-62.288,14.398,-6.713,-62.06,15.189,-7.548,30.545,-215.384,56.269,30.474,-211.306,58.498,10123189.0,7052733.0,10099832.0,7095156.0,11723999.0,7014464.5,11617243.0,6991771.5,121.504,1.152,
2015-09-09 18:54:04.187000+00:00,3,False,False,True,1.258,10.71,-3.99,11.429,1.284,56.12,2015-09-09 18:55:19.932299648+00:00,224,256,2256,2288,2172,38.69,19.099,-26.113,8.262,19.823,-26.198,8.251,12.757,-5.15,-2.303,12.757,-5.15,-2.303,3.777,3.813,12.436,12.471,-69.323,4.341,-3.843,-70.471,4.021,-2.862,-63.108,73.845,10.609,-63.685,73.699,10.485,9824101.0,6256282.0,9772936.0,6225882.5,11367546.0,6883930.0,11367604.0,6888479.5,13.456,1.223,
2015-09-09 19:00:04.192000+00:00,3,False,False,True,1.198,10.697,-3.947,11.402,1.284,56.12,2015-09-09 18:55:19.932299648+00:00,190,222,2188,2220,2104,40.799,18.492,-27.447,8.629,18.87,-27.782,8.172,12.757,-5.15,-2.303,12.757,-5.15,-2.303,2.189,2.746,12.436,12.471,-65.985,-48.413,-7.559,-68.93,-57.405,-9.212,-63.108,73.845,10.609,-63.685,73.699,10.485,14524725.0,6256282.0,13565678.0,6225882.5,18022184.0,6883930.0,16742276.0,6888479.5,13.456,1.191,
2015-09-11 09:45:24.122000+00:00,3,False,False,True,5.448,6.922,-4.245,8.12,3.699,36.676,2015-09-11 09:47:01.733442048+00:00,2100,2132,1190,1222,2051,150.412,10.453,-36.27,61.558,10.286,-37.059,61.869,-18.614,1.741,-76.139,-18.614,1.741,-76.139,1.149,1.091,22.635,22.803,35.05,-187.589,-30.867,35.319,-186.756,-32.27,-29.221,-249.755,-115.255,-30.191,-246.817,-115.562,60619044.0,2121553.0,60390660.0,2124282.25,72569680.0,4446761.0,72669112.0,4461217.5,0.373,0.468,
2015-09-11 08:21:04.107000+00:00,3,False,False,True,5.499,5.711,-3.137,6.516,2.247,39.697,2015-09-11 08:12:18.946307968+00:00,422,454,3485,3517,498,132.559,24.471,-35.483,51.132,24.151,-35.851,51.231,-5.662,-10.901,-53.759,-5.662,-10.901,-53.759,1.538,1.617,16.401,16.566,26.916,-180.667,-116.22,22.138,-185.786,-117.165,-7.24,-217.076,-168.16,-2.93,-222.076,-165.0,52331220.0,6748918.5,53843032.0,7041634.0,62141388.0,6776513.5,59972360.0,6646776.0,1.292,0.701,
2015-09-11 11:42:44.166000+00:00,3,False,False,True,5.011,8.23,-5.29,9.784,1.436,44.426,2015-09-11 11:52:10.559299456+00:00,2774,2806,403,435,3844,53.843,9.524,-16.018,54.235,9.643,-18.103,53.725,11.218,-29.964,8.856,11.218,-29.964,8.856,1.503,1.68,16.513,16.399,23.426,-216.53,-114.103,28.221,-242.07,-121.999,2.321,-279.016,-228.096,3.96,-273.179,-226.548,22931680.0,10868490.0,22373946.0,10909215.0,40028764.0,10312134.0,37815268.0,10349007.0,5.255,0.488,
2015-09-11 15:08:24.083000+00:00,3,False,False,True,3.595,9.981,-5.48,11.387,1.258,59.487,2015-09-11 15:09:17.318080512+00:00,329,361,634,666,355,127.866,21.315,-8.943,29.731,21.46,-9.145,29.726,-1.634,-13.547,-25.675,-1.634,-13.547,-25.675,0.884,1.061,22.489,22.354,-56.395,-311.637,-114.227,-61.089,-293.014,-119.471,-0.04,-306.813,-143.497,1.31,-304.939,-143.758,36552336.0,4632895.0,37334864.0,4658353.0,49382332.0,4300072.0,51441168.0,4289304.0,4.163,1.091,
2015-09-11 16:09:54.133000+00:00,3,False,False,True,3.063,10.337,-5.175,11.56,2.847,59.316,2015-09-11 16:18:27.173752064+00:00,5141,5173,788,820,5618,100.941,10.728,-7.363,13.83,10.56,-7.339,13.861,-4.346,26.233,9.858,-4.346,26.233,9.858,0.781,0.776,20.11,20.204,29.105,-63.225,17.709,27.529,-60.761,17.009,-44.284,-287.506,-92.571,-47.246,-285.478,-93.014,51543744.0,4214202.5,52118012.0,4208864.0,56805924.0,5533080.0,58294796.0,5567427.5,4.166,4.048,
2015-09-11 16:12:44.085000+00:00,3,False,False,True,3.041,10.349,-5.16,11.564,2.39,37.747,2015-09-11 16:18:27.173752064+00:00,4008,4040,2265,2297,4485,103.047,10.728,-7.363,13.83,10.56,-7.339,13.861,-1.992,-24.329,-21.351,-1.992,-24.329,-21.351,0.781,0.776,17.485,17.413,29.105,-63.225,17.709,27.529,-60.761,17.009,32.346,-289.108,-185.686,33.243,-286.383,-185.247,51543744.0,5911115.5,52118012.0,5953350.0,56805924.0,6086563.0,58294796.0,6077510.5,5.41,4.048,
2015-09-11 16:15:24.138000+00:00,3,False,False,True,3.014,10.363,-5.142,11.568,2.39,37.747,2015-09-11 16:18:27.173752064+00:00,2943,2975,1200,1232,3420,103.047,10.728,-7.363,13.83,10.56,-7.339,13.861,-1.992,-24.329,-21.351,-1.992,-24.329,-21.351,0.781,0.776,17.485,17.413,29.105,-63.225,17.709,27.529,-60.761,17.009,32.346,-289.108,-185.686,33.243,-286.383,-185.247,51543744.0,5911115.5,52118012.0,5953350.0,56805924.0,6086563.0,58294796.0,6077510.5,5.41,4.048,
2015-09-11 16:17:24.139000+00:00,3,False,False,True,2.996,10.372,-5.129,11.571,2.39,37.747,2015-09-11 16:18:27.173752064+00:00,2943,2975,1200,1232,3420,103.047,10.728,-7.363,13.83,10.56,-7.339,13.861,-1.992,-24.329,-21.351,-1.992,-24.329,-21.351,0.781,0.776,17.485,17.413,29.105,-63.225,17.709,27.529,-60.761,17.009,32.346,-289.108,-185.686,33.243,-286.383,-185.247,51543744.0,5911115.5,52118012.0,5953350.0,56805924.0,6086563.0,58294796.0,6077510.5,5.41,4.048,
2015-09-11 16:19:34.191000+00:00,3,False,False,True,2.978,10.381,-5.117,11.574,2.268,47.855,2015-09-11 16:18:27.173752064+00:00,2943,2975,6527,6559,3420,131.17,10.728,-7.363,13.83,10.56,-7.339,13.861,-3.047,-6.53,-21.487,-3.047,-6.53,-21.487,0.781,0.776,32.136,32.174,29.105,-63.225,17.709,27.529,-60.761,17.009,-24.635,-347.22,-160.176,-25.998,-346.086,-161.346,51543744.0,4187768.5,52118012.0,4185447.25,56805924.0,4726749.5,58294796.0,4743867.5,9.405,4.048,
2015-09-11 16:24:04.195000+00:00,3,False,False,True,2.937,10.401,-5.089,11.58,2.058,45.147,2015-09-11 16:18:27.173752064+00:00,1275,1307,4978,5010,1752,104.775,10.728,-7.363,13.83,10.56,-7.339,13.861,13.378,-7.205,-23.842,13.378,-7.205,-23.842,0.781,0.776,33.669,33.342,29.105,-63.225,17.709,27.529,-60.761,17.009,-20.016,-349.523,-179.648,-22.594,-351.85,-179.619,51543744.0,3809488.25,52118012.0,3789357.75,56805924.0,4015192.0,58294796.0,4086089.25,5.932,4.048,
2015-09-13 15:03:34.103000+00:00,3,False,True,True,3.883,9.867,-5.515,11.303,1.131,34.622,2015-09-13 15:04:43.416798464+00:00,104,136,277,309,462,12.711,7.217,-6.482,17.697,7.188,-6.494,17.679,5.743,-12.195,20.174,5.743,-12.195,20.174,0.473,0.473,12.232,12.53,-45.535,3.283,-10.87,-51.702,7.784,-11.287,0.488,-256.371,-207.625,0.149,-256.245,-217.327,80959440.0,6298556.5,80247056.0,6335458.0,105282520.0,5857702.5,103700864.0,5794113.5,4.54,3.546,
2015-09-13 11:08:44.111000+00:00,3,False,False,True,5.41,7.859,-5.106,9.372,2.121,54.984,2015-09-13 11:14:25.018975488+00:00,878,910,1414,1446,1871,14.099,9.421,-11.941,17.55,9.442,-12.099,17.48,8.479,-9.529,24.678,8.479,-9.529,24.678,0.59,0.591,13.612,13.353,-16.204,-19.568,-34.956,-17.255,-20.257,-33.956,-2.782,-157.302,-257.575,-6.731,-139.407,-259.728,59701508.0,4427171.5,59702824.0,4587333.0,84262608.0,4779297.5,84948232.0,4782138.0,2.776,2.592,
2015-09-14 10:00:54.149000+00:00,3,False,False,True,5.759,7.122,-4.521,8.436,1.603,45.958,2015-09-14 10:02:12.887683584+00:00,73,105,1171,1203,1525,124.068,6.757,-20.509,50.323,6.678,-21.919,50.212,0.944,-20.748,-33.4,0.944,-20.748,-33.4,2.915,2.904,18.616,17.586,-38.698,-193.673,-188.614,-38.426,-191.721,-188.073,-68.449,-200.965,-158.357,-74.514,-191.933,-147.726,11138545.0,5582760.0,11119837.0,5777519.0,14823080.0,3803500.0,14966890.0,4110278.75,2.158,0.417,
2015-09-14 15:51:04.175000+00:00,3,False,False,True,3.596,10.101,-5.298,11.406,2.286,55.618,2015-09-14 15:53:43.188315392+00:00,2056,2088,3927,3959,3327,79.267,10.099,-22.35,14.884,10.272,-22.068,15.358,0.567,-14.106,-13.767,0.567,-14.106,-13.767,1.845,1.78,14.135,14.121,82.563,-115.385,34.62,83.038,-114.77,35.196,-70.837,-190.432,-98.39,-72.525,-189.946,-97.945,26095956.0,4879712.5,26231316.0,4861467.5,30069416.0,4395580.0,30256288.0,4386481.5,5.671,2.069,
2015-09-14 15:37:34.164000+00:00,3,False,False,True,3.715,10.029,-5.369,11.375,1.664,49.494,2015-09-14 15:44:52.034520576+00:00,1019,1051,2652,2684,3118,150.573,4.825,-1.81,32.658,4.715,-2.123,32.696,-12.531,-5.005,-19.241,-12.531,-5.005,-19.241,1.373,1.543,11.602,11.567,5.891,-94.868,-47.824,2.835,-94.693,-45.574,-39.15,-190.199,-46.331,-39.389,-187.025,-47.824,23879708.0,3672113.75,22189158.0,3679380.25,30925694.0,4597551.5,29593268.0,4599640.0,2.947,1.208,
2015-09-14 15:48:14.223000+00:00,3,False,False,True,3.623,10.086,-5.315,11.4,2.286,55.618,2015-09-14 15:53:43.188315392+00:00,2921,2953,4792,4824,4192,79.267,10.099,-22.35,14.884,10.272,-22.068,15.358,0.567,-14.106,-13.767,0.567,-14.106,-13.767,1.845,1.78,14.135,14.121,82.563,-115.385,34.62,83.038,-114.77,35.196,-70.837,-190.432,-98.39,-72.525,-189.946,-97.945,26095956.0,4879712.5,26231316.0,4861467.5,30069416.0,4395580.0,30256288.0,4386481.5,5.671,2.069,
2015-09-14 15:43:34.169000+00:00,3,False,False,True,3.663,10.062,-5.338,11.39,2.67,80.442,2015-09-14 15:50:34.111964032+00:00,3189,3221,3897,3929,3199,162.381,10.099,-22.35,14.884,10.272,-22.068,15.358,-8.945,18.161,-5.299,-8.945,18.161,-5.299,1.845,1.78,12.702,12.65,82.563,-115.385,34.62,83.038,-114.77,35.196,-9.655,-256.246,-133.426,-13.399,-257.854,-136.674,26095956.0,5154496.5,26231316.0,5147341.5,30069416.0,5070222.0,30256288.0,5067970.5,5.288,2.069,
2015-09-15 11:40:24.175000+00:00,3,False,False,True,5.501,8.139,-5.359,9.745,3.18,76.357,2015-09-15 11:42:17.664143616+00:00,777,809,3671,3703,757,118.909,14.122,-16.84,16.764,14.971,-18.968,16.503,-2.47,-5.538,-32.266,-2.47,-5.538,-32.266,1.48,1.496,11.732,11.707,-24.24,-30.024,-18.653,-24.595,-35.721,-25.684,-27.577,-241.363,-88.104,-25.113,-239.934,-90.519,31943216.0,3723595.75,33937600.0,3725820.25,42903092.0,4807446.0,46735676.0,4821771.0,1.541,2.596,
2015-09-15 11:25:04.213000+00:00,3,False,False,True,5.575,7.991,-5.264,9.569,2.246,50.647,2015-09-15 11:19:35.429699456+00:00,1363,1395,2262,2294,742,25.379,9.833,-23.134,30.947,9.972,-23.363,31.5,3.638,-26.903,14.761,3.638,-26.903,14.761,1.198,1.204,12.271,12.333,29.657,-155.215,-138.954,25.35,-153.917,-138.4,-24.909,-233.99,-410.292,-23.437,-230.492,-405.651,30499552.0,6213114.0,30221984.0,6337420.0,41144288.0,5445528.0,40806648.0,5357348.0,2.784,0.887,
