Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh,b_lmn_vec_msp_n,b_lmn_vec_msp_m,b_lmn_vec_msp_l,b_lmn_vec_msh_n,b_lmn_vec_msh_m,b_lmn_vec_msh_l,np_median_msp,np_median_msh
2015-11-07 13:54:34.205000+00:00,3,True,True,True,8.906,5.309,-3.265,6.232,2.476,16.086,2015-11-07 13:56:08.293677568+00:00,1416,1476,1336,1396,26.481,20.334,0.176,32.132,17.201,15.780,26.189,0.688,3.656
2015-11-07 13:49:34.200000+00:00,3,False,False,True,8.970,5.285,-3.274,6.217,nan,nan,2015-11-07 13:51:22.091351040+00:00,1513,1520,1433,1493,0.000,-3.552,27.192,-15.967,-3.552,27.192,-15.967,2.62,2.622
2015-11-07 13:46:54.148000+00:00,3,True,True,True,9.008,5.270,-3.279,6.207,1.151,161.272,2015-11-07 13:46:27.338960512+00:00,599,659,519,579,33.053,17.764,31.552,28.742,10.203,41.410,6.369,1.89,2.345
2015-11-07 13:59:14.109000+00:00,3,True,True,True,8.847,5.331,-3.256,6.246,2.101,21.723,2015-11-07 13:58:04.094615424+00:00,386,446,306,366,31.200,12.860,-7.046,34.038,8.552,10.228,26.587,1.13,3.068
2015-11-08 13:23:44.157000+00:00,3,False,False,True,9.308,5.053,-3.238,6.001,nan,nan,2015-11-08 13:24:34.231106944+00:00,347,382,267,327,nan,9.751,-26.141,28.811,9.751,-26.141,28.811,1.8,1.798
2015-11-08 14:49:54.133000+00:00,3,False,True,True,8.137,5.448,-3.048,6.243,1.258,34.147,2015-11-08 14:51:30.598907520+00:00,355,415,435,495,8.804,13.854,-12.600,29.829,12.588,-18.771,30.808,0.78,3.743
2015-11-09 03:31:54.136000+00:00,3,False,False,True,10.002,0.574,-0.571,0.810,7.875,24.823,2015-11-09 03:33:32.987327488+00:00,568,628,648,708,9.576,18.395,-1.596,54.018,20.928,5.157,45.350,0.312,5.168
2015-11-10 02:46:14.103000+00:00,3,False,False,True,9.527,0.016,-0.375,0.375,8.229,110.994,2015-11-10 02:47:37.060661376+00:00,772,832,852,912,40.292,30.923,-8.336,69.594,36.632,-22.471,21.308,0.419,19.206
2015-11-11 14:07:44.148000+00:00,3,False,False,True,8.762,4.979,-2.957,5.791,2.417,113.496,2015-11-11 14:08:40.803229056+00:00,1166,1226,1086,1146,7.709,16.550,-20.003,43.266,10.702,-15.134,42.605,0.306,1.727
2015-11-11 14:13:14.153000+00:00,3,False,False,True,8.682,5.005,-2.944,5.807,1.952,68.318,2015-11-11 14:14:06.755881600+00:00,881,941,961,1021,5.887,13.823,-21.301,42.221,10.242,-20.181,46.627,0.276,0.418
2015-11-11 14:26:14.165000+00:00,3,False,False,True,8.490,5.063,-2.912,5.840,5.936,92.518,2015-11-11 14:26:33.686941568+00:00,83,143,163,223,111.473,26.253,-24.896,39.601,2.988,-2.934,-8.542,0.316,13.593
2015-11-11 14:30:14.168000+00:00,3,False,False,True,8.430,5.080,-2.901,5.850,5.574,98.812,2015-11-11 14:30:26.713832064+00:00,302,362,382,442,155.714,13.016,-21.922,36.342,-11.880,11.828,-10.835,0.324,14.979
2015-11-14 02:57:34.155000+00:00,3,False,False,True,10.007,-0.193,-0.429,0.471,1.517,99.842,2015-11-14 02:57:40.865776+00:00,155,164,184,244,2.345,13.918,-8.556,59.358,11.384,-8.302,59.473,2.82,2.318
2015-11-14 12:52:04.220000+00:00,3,False,False,True,9.752,4.288,-2.835,5.141,5.792,67.439,2015-11-14 12:51:13.246016512+00:00,399,459,479,539,27.948,7.427,-14.640,44.259,8.628,-28.238,26.749,0.291,4.477
2015-11-14 12:52:49.220000+00:00,3,False,False,True,9.746,4.291,-2.835,5.143,5.791,67.439,2015-11-14 12:51:12.946012928+00:00,298,358,378,438,27.948,7.427,-14.640,44.259,8.628,-28.238,26.749,0.291,4.477
2015-11-17 14:10:34.155000+00:00,3,False,False,True,8.640,4.427,-2.545,5.106,3.320,129.916,2015-11-17 14:09:02.797160576+00:00,129,189,209,269,10.442,12.822,-10.539,55.179,11.579,-18.149,46.011,0.764,19.210
2015-11-17 14:40:14.081000+00:00,3,False,False,True,8.152,4.560,-2.470,5.186,3.616,68.223,2015-11-17 14:40:56.212598912+00:00,940,1000,860,920,6.078,18.724,-24.253,57.953,22.793,-20.445,50.701,1.12,22.486
2015-11-18 02:05:04.201000+00:00,3,False,False,True,9.615,-1.062,-0.317,1.109,7.146,17.232,2015-11-18 02:05:50.507604608+00:00,675,735,595,655,4.223,17.971,7.565,66.747,13.655,2.686,58.976,1.1,13.080
2015-11-26 13:05:14.157000+00:00,3,False,False,True,9.373,3.200,-2.054,3.802,12.213,67.574,2015-11-26 13:04:10.714729856+00:00,439,499,359,419,1.517,10.647,-13.873,57.561,11.931,-15.577,58.928,0.965,2.731
2015-12-02 10:48:24.166000+00:00,3,False,False,True,10.835,1.610,-1.579,2.255,2.507,124.459,2015-12-02 10:48:51.688051456+00:00,86,146,166,226,51.546,3.584,-0.705,38.820,18.549,-15.453,16.150,0.81,6.317
2015-12-03 04:18:24.164000+00:00,3,False,False,True,11.556,-1.615,-0.661,1.745,5.224,31.863,2015-12-03 04:19:00.559088384+00:00,133,193,213,273,21.511,3.440,18.759,34.402,-2.392,4.100,23.350,0.812,6.956
2015-12-03 10:10:24.184000+00:00,3,False,True,True,11.141,1.200,-1.441,1.875,2.432,50.355,2015-12-03 10:10:01.116593408+00:00,633,693,713,773,0.795,9.159,-1.570,44.999,8.793,-1.127,45.475,1.19,0.976
2015-12-05 00:02:44.209000+00:00,3,False,False,True,8.808,-3.599,-0.721,3.670,6.068,111.296,2015-12-05 00:03:15.720350976+00:00,106,166,186,246,6.114,15.899,21.889,56.824,10.757,16.687,56.176,0.85,7.092
2015-12-06 23:47:14.093000+00:00,3,False,False,True,8.652,-3.875,-0.815,3.960,7.099,19.754,2015-12-06 23:45:24.852586496+00:00,22,82,102,162,50.001,18.818,28.799,58.288,4.892,27.034,6.062,1.49,18.750
2015-12-08 09:56:04.178000+00:00,3,False,False,True,11.084,0.547,-1.197,1.316,12.263,34.297,2015-12-08 09:56:34.131098496+00:00,81,141,161,221,18.355,7.508,16.985,45.456,4.621,9.044,11.889,0.365,11.173
2015-12-08 09:57:14.080000+00:00,3,False,False,True,11.076,0.555,-1.200,1.322,12.263,34.297,2015-12-08 09:56:34.131098496+00:00,81,141,161,221,18.355,7.508,16.985,45.456,4.621,9.044,11.889,0.365,11.173
2015-12-08 11:02:14.139000+00:00,3,False,True,True,10.441,1.122,-1.332,1.742,2.196,33.425,2015-12-08 11:03:49.391286912+00:00,620,680,540,600,8.127,11.115,3.941,47.895,7.963,-2.330,46.409,1.25,2.008
2015-12-08 11:44:54.079000+00:00,3,False,False,True,9.916,1.493,-1.393,2.042,1.929,47.540,2015-12-08 11:44:26.537563008+00:00,338,350,370,430,4.035,16.765,-3.839,51.544,14.238,-3.990,57.202,2.16,4.464
2015-12-08 11:43:34.127000+00:00,3,False,False,True,9.930,1.485,-1.391,2.035,1.929,47.540,2015-12-08 11:44:26.537563008+00:00,470,482,502,562,4.035,16.765,-3.839,51.544,14.238,-3.990,57.202,2.16,4.464
2015-12-10 12:30:14.122000+00:00,3,False,True,True,9.106,1.726,-1.338,2.184,3.257,33.142,2015-12-10 12:32:05.232138880+00:00,936,996,856,916,7.990,25.437,-2.811,69.827,11.259,-2.500,52.813,1.16,9.015
2015-12-10 12:33:24.174000+00:00,3,False,True,True,9.056,1.752,-1.338,2.205,3.257,33.142,2015-12-10 12:32:07.482162560+00:00,269,329,189,249,7.990,25.437,-2.811,69.827,11.258,-2.500,52.813,1.16,9.015
2015-12-11 12:14:44.142000+00:00,3,False,True,True,9.281,1.511,-1.291,1.988,4.310,130.143,2015-12-11 12:14:58.948702464+00:00,79,139,159,219,5.400,36.979,-15.610,71.508,26.001,-14.534,64.687,2.07,7.520
2015-12-11 12:16:24.193000+00:00,3,False,True,True,9.257,1.525,-1.292,1.998,4.310,130.143,2015-12-11 12:14:58.948702464+00:00,79,139,159,219,5.400,36.978,-15.610,71.508,26.001,-14.534,64.687,2.07,7.520
2015-12-12 00:27:54.094000+00:00,3,False,False,True,9.462,-4.197,-1.111,4.341,nan,nan,2015-12-12 00:26:07.837126528+00:00,94,119,14,74,0.000,13.486,-11.906,49.115,13.486,-11.906,49.115,2.2,2.202
2015-12-14 10:05:34.159000+00:00,3,False,False,True,10.700,0.041,-1.021,1.022,nan,nan,2015-12-14 10:07:07.152659968+00:00,871,929,791,851,0.000,14.922,2.735,48.024,14.922,2.735,48.024,1.25,1.246
2015-12-14 10:08:44.212000+00:00,3,False,False,True,10.671,0.070,-1.026,1.029,3.820,40.904,2015-12-14 10:07:07.227664512+00:00,138,198,58,118,19.174,14.922,2.735,48.039,9.684,-8.194,27.065,1.25,13.371
2015-12-15 23:39:44.178000+00:00,3,False,False,True,8.841,-4.831,-1.371,5.022,5.353,149.813,2015-12-15 23:39:50.008216960+00:00,537,597,457,517,54.353,17.791,31.174,29.903,12.204,-5.301,20.576,0.924,8.775
2015-12-17 10:10:14.216000+00:00,3,False,True,True,10.456,-0.189,-0.949,0.968,3.478,13.428,2015-12-17 10:11:34.826392576+00:00,1309,1369,1229,1289,14.801,12.915,-5.682,52.282,8.831,-12.557,31.956,1.74,12.463
2015-12-19 08:04:54.123000+00:00,3,False,False,True,11.273,-1.642,-0.769,1.813,6.091,24.825,2015-12-19 08:05:14.085950976+00:00,569,629,649,709,4.596,12.431,1.797,39.206,8.884,1.274,38.361,0.548,3.127
2015-12-22 11:30:24.192000+00:00,3,True,True,True,8.996,0.302,-0.909,0.958,1.419,19.269,2015-12-22 11:31:47.311305472+00:00,506,566,586,646,3.241,20.880,0.179,61.345,20.277,3.763,60.081,1.97,5.740
2015-12-22 11:32:44.144000+00:00,3,True,True,True,8.964,0.325,-0.910,0.966,1.419,19.269,2015-12-22 11:31:47.311305472+00:00,372,432,452,512,3.241,20.880,0.179,61.345,20.277,3.763,60.081,1.97,5.740
2015-12-22 11:35:04.097000+00:00,3,False,True,True,8.924,0.354,-0.911,0.977,2.621,29.427,2015-12-22 11:35:29.988164480+00:00,310,370,230,290,3.118,18.150,8.267,66.474,17.532,8.375,53.963,1.38,6.949
2015-12-22 22:12:24.116000+00:00,3,False,False,True,7.563,-5.759,-1.786,6.030,3.442,32.688,2015-12-22 22:12:52.997514624+00:00,719,779,639,699,1.712,22.963,26.379,45.633,21.725,23.192,43.259,0.832,2.395
2015-12-27 10:02:14.140000+00:00,3,False,True,True,9.730,-1.058,-0.770,1.309,2.095,34.788,2015-12-27 10:02:32.790732544+00:00,35,78,98,158,15.423,14.393,11.509,55.120,9.850,21.022,40.397,1.73,5.557
2015-12-28 10:16:04.165000+00:00,3,False,False,True,9.462,-0.945,-0.765,1.215,nan,nan,2015-12-28 10:17:56.623259520+00:00,1366,1400,1286,1346,nan,21.925,13.972,54.424,21.925,13.972,54.424,1.31,1.309
2015-12-30 00:31:44.154000+00:00,3,False,False,True,9.381,-6.076,-2.435,6.546,3.585,168.283,2015-12-30 00:32:03.719680896+00:00,424,484,504,564,16.633,9.100,20.550,41.279,7.361,7.294,42.984,0.39,2.709
2016-01-01 00:59:14.155000+00:00,3,False,False,True,9.566,-6.163,-2.541,6.666,2.747,175.668,2016-01-01 00:57:21.847692544+00:00,3,6,26,86,23.564,8.373,-4.585,-45.026,6.116,-20.112,-35.357,2.92,4.715
2016-01-01 05:30:34.197000+00:00,3,False,True,True,10.799,-4.441,-1.285,4.623,1.490,41.414,2016-01-01 05:31:35.258838400+00:00,1001,1061,921,981,22.574,14.545,-4.626,-42.195,3.063,-15.549,-34.681,2.24,3.511
2016-01-03 22:26:34.168000+00:00,3,False,True,True,7.724,-6.891,-2.899,7.476,3.644,60.600,2016-01-03 22:27:31.375229440+00:00,378,438,458,518,8.313,18.529,27.278,38.690,17.891,18.529,37.277,0.85,4.457
2016-01-03 22:27:14.219000+00:00,3,False,True,True,7.731,-6.890,-2.900,7.476,3.644,60.600,2016-01-03 22:27:31.375229440+00:00,378,438,458,518,8.313,18.529,27.278,38.690,17.891,18.529,37.277,0.85,4.457
2016-01-03 22:28:44.220000+00:00,3,False,True,True,7.751,-6.888,-2.903,7.474,3.644,60.600,2016-01-03 22:27:31.375229440+00:00,310,370,390,450,8.313,18.529,27.278,38.690,17.891,18.529,37.277,0.85,4.457
2016-01-06 22:27:44.198000+00:00,3,False,False,True,7.643,-7.148,-3.190,7.828,2.098,121.610,2016-01-06 22:27:57.254230016+00:00,906,966,986,1046,6.401,20.785,29.245,32.203,16.272,31.344,29.369,2.29,4.664
2016-01-07 09:35:54.093000+00:00,3,True,True,True,8.886,-1.979,-0.731,2.109,1.724,161.155,2016-01-07 09:37:15.960376576+00:00,1073,1133,1153,1198,7.263,14.595,2.228,65.472,12.856,-5.853,61.515,1.97,5.751
2016-01-10 20:48:14.124000+00:00,3,False,False,True,6.095,-7.545,-3.221,8.204,10.859,144.114,2016-01-10 20:48:32.247437056+00:00,0,58,78,138,5.872,9.765,27.563,41.918,9.824,18.604,26.865,0.531,7.738
2016-01-15 23:15:04.185000+00:00,3,False,False,True,7.678,-7.742,-4.104,8.762,21.350,61.235,2016-01-15 23:15:30.724423552+00:00,195,255,275,335,7.891,6.737,33.953,15.341,5.019,26.364,16.629,1.07,7.786
2016-01-17 06:32:44.213000+00:00,3,True,True,True,9.191,-4.917,-1.559,5.158,2.385,161.955,2016-01-17 06:33:15.990537984+00:00,118,178,198,258,18.221,-0.679,16.914,41.649,-7.036,4.323,35.598,1.5,10.777
2016-01-22 07:20:24.145000+00:00,3,False,True,True,8.386,-4.397,-1.381,4.609,4.455,46.679,2016-01-22 07:20:51.621317504+00:00,1027,1087,947,1007,17.902,15.133,28.660,55.843,1.565,29.764,34.275,1.32,14.512
2016-01-22 19:39:24.130000+00:00,3,False,False,True,4.598,-8.420,-3.962,9.306,2.536,72.458,2016-01-22 19:41:13.723486976+00:00,701,761,781,799,2.921,17.074,33.433,23.589,15.188,33.226,24.819,2.49,4.404
2016-01-22 19:49:54.139000+00:00,3,False,False,True,4.745,-8.437,-4.042,9.355,4.209,125.442,2016-01-22 19:50:17.027615360+00:00,88,148,168,228,47.411,16.302,42.889,13.370,4.797,17.848,37.049,1.61,3.845
2016-01-22 19:51:14.090000+00:00,3,False,False,True,4.766,-8.439,-4.053,9.362,4.209,125.442,2016-01-22 19:50:17.027615360+00:00,88,148,168,228,47.411,16.302,42.889,13.370,4.797,17.848,37.049,1.61,3.845
2016-01-23 22:12:14.079000+00:00,3,False,False,True,6.412,-8.397,-4.818,9.681,2.080,101.085,2016-01-23 22:12:48.435940608+00:00,149,209,229,289,30.731,6.749,23.930,23.669,-2.885,9.000,24.739,0.854,14.286
2016-01-23 22:24:34.189000+00:00,3,False,False,True,6.541,-8.368,-4.837,9.665,3.592,99.994,2016-01-23 22:23:15.440806016+00:00,215,275,295,355,33.593,16.906,38.598,15.946,3.640,20.226,26.951,0.685,5.997
2016-01-24 06:27:24.101000+00:00,3,False,False,True,8.429,-5.190,-1.805,5.495,nan,nan,2016-01-24 06:28:10.350922496+00:00,336,361,256,316,0.000,17.892,30.620,48.468,17.892,30.620,48.468,2.12,2.117
2016-01-28 07:03:34.091000+00:00,3,False,True,True,7.761,-4.657,-1.594,4.922,4.470,15.483,2016-01-28 07:01:42.751342976+00:00,0,56,76,136,3.410,17.246,27.508,64.419,10.912,17.556,47.907,1.6,31.527
2016-02-05 19:05:34.091000+00:00,3,False,False,True,3.185,-9.262,-4.987,10.519,3.490,118.573,2016-02-05 19:07:14.462688896+00:00,933,993,853,913,19.299,14.135,41.290,18.868,19.358,26.045,22.725,1.22,5.040
2016-02-05 22:52:34.138000+00:00,3,False,True,True,5.503,-8.835,-5.918,10.634,3.230,28.882,2016-02-05 22:54:03.622884992+00:00,549,609,469,529,6.694,12.726,33.235,17.923,12.794,28.676,20.286,0.529,2.786
2016-02-07 20:30:14.191000+00:00,3,False,True,True,3.935,-9.305,-5.748,10.937,3.067,21.551,2016-02-07 20:31:39.217283456+00:00,1096,1120,1140,1200,4.771,9.945,30.264,16.365,11.039,25.719,15.463,1.85,3.199
2016-02-14 20:05:34.157000+00:00,3,False,False,True,2.928,-9.580,-6.114,11.365,nan,nan,2016-02-14 20:06:44.223027456+00:00,498,517,418,478,0.000,10.364,36.234,24.933,10.364,36.234,24.933,2.17,2.166
2016-02-14 20:10:04.160000+00:00,3,False,False,True,2.973,-9.571,-6.140,11.371,4.565,104.298,2016-02-14 20:11:03.575092992+00:00,247,307,167,227,1.221,12.517,39.842,15.867,12.308,36.284,14.446,0.979,3.013
2016-02-15 03:38:34.108000+00:00,3,False,False,True,5.978,-7.164,-4.096,8.252,5.653,137.245,2016-02-15 03:37:12.723354368+00:00,222,282,302,362,97.669,15.769,51.657,18.863,-4.918,7.649,-29.220,0.878,25.610
2016-02-15 19:11:44.198000+00:00,3,False,False,True,2.269,-9.685,-5.804,11.290,2.137,100.472,2016-02-15 19:12:10.273501440+00:00,80,140,160,220,13.666,10.968,41.841,21.143,6.761,27.880,23.806,2.14,13.200
2016-02-15 19:13:14.200000+00:00,3,False,False,True,2.284,-9.684,-5.815,11.296,2.137,100.471,2016-02-15 19:12:10.273501440+00:00,80,140,160,220,13.666,10.963,41.843,21.143,6.761,27.880,23.806,2.14,13.200
2016-02-19 22:53:34.162000+00:00,3,False,False,True,3.834,-9.042,-6.669,11.236,2.054,58.765,2016-02-19 22:52:07.526700928+00:00,37,97,117,177,28.900,14.432,35.675,21.574,4.847,14.698,24.821,0.923,10.741
2016-02-19 23:35:14.097000+00:00,3,False,True,True,4.150,-8.840,-6.514,10.981,1.933,114.759,2016-02-19 23:35:52.096346112+00:00,964,1024,1044,1104,125.232,18.583,27.495,11.035,0.828,-6.712,-15.369,1.17,18.495
2016-02-21 21:58:14.142000+00:00,3,False,True,True,3.128,-9.298,-6.818,11.530,3.660,98.275,2016-02-21 22:00:01.304117376+00:00,1063,1123,1143,1203,21.920,9.953,31.857,6.470,6.755,22.902,15.433,0.736,3.581
2016-02-28 00:57:54.136000+00:00,3,False,False,True,3.738,-8.237,-6.008,10.195,2.734,139.220,2016-02-28 00:59:38.072362496+00:00,720,780,640,700,13.019,7.141,45.383,27.799,6.531,33.470,33.037,1.44,5.074
2018-03-26 13:17:13.122000+00:00,3,False,False,True,8.435,-7.161,1.306,7.279,nan,nan,2018-03-26 13:16:34.563478912+00:00,464,523,384,444,0.000,-12.200,-14.017,48.320,-12.200,-14.017,48.320,1.09,1.092
2018-04-12 09:45:53.076000+00:00,3,False,False,True,6.530,-10.484,1.243,10.558,nan,nan,2018-04-12 09:44:32.775034496+00:00,224,268,144,204,0.000,2.389,-12.812,36.986,2.389,-12.812,36.986,1.98,1.985
2018-04-12 10:43:53.128000+00:00,3,False,False,True,6.353,-9.165,1.201,9.243,2.486,110.779,2018-04-12 10:42:37.229897984+00:00,49,109,129,189,3.919,-0.495,-17.375,46.434,1.682,-18.776,43.313,0.492,0.778
2018-04-12 10:42:23.127000+00:00,3,False,False,True,6.359,-9.200,1.203,9.278,2.486,110.779,2018-04-12 10:42:37.229897984+00:00,49,109,129,189,3.919,-0.495,-17.375,46.434,1.682,-18.776,43.313,0.492,0.778
2018-04-23 16:01:03.167000+00:00,3,False,False,True,4.528,-11.559,-0.004,11.559,4.281,156.538,2018-04-23 16:01:28.056417536+00:00,980,1040,900,960,116.387,-5.602,-17.019,35.370,2.725,-1.321,-2.016,0.574,13.535
2018-04-23 16:16:53.131000+00:00,3,False,False,True,4.550,-11.208,-0.141,11.208,4.887,154.249,2018-04-23 16:17:48.239264+00:00,705,765,785,845,36.503,-6.365,-32.004,26.954,-0.618,-17.897,1.263,0.761,15.277
2016-09-26 18:12:04.117000+00:00,3,False,False,True,1.131,10.909,-4.303,11.727,3.170,111.675,2016-09-26 18:13:43.351229440+00:00,645,655,675,735,3.621,18.140,-35.023,16.449,14.984,-34.120,14.609,2.62,5.730
2016-09-26 18:15:14.169000+00:00,3,False,False,True,1.105,10.932,-4.279,11.740,0.917,67.054,2016-09-26 18:16:03.227217408+00:00,1073,1133,1153,1213,28.731,8.665,-21.151,6.463,15.468,-17.922,19.542,1.71,7.533
2016-09-26 18:15:44.170000+00:00,3,False,False,True,1.101,10.936,-4.275,11.742,0.917,67.054,2016-09-26 18:16:03.227217408+00:00,873,933,953,1013,28.731,8.665,-21.151,6.463,15.468,-17.922,19.542,1.71,7.533
2016-09-26 18:19:34.123000+00:00,3,False,False,True,1.066,10.966,-4.242,11.758,1.789,97.083,2016-09-26 18:21:00.754314624+00:00,1099,1159,1179,1239,9.260,11.625,-20.536,-0.409,9.523,-21.195,-3.510,1.12,6.534
2016-09-27 17:28:54.117000+00:00,3,False,False,True,1.627,10.554,-4.620,11.521,4.534,85.196,2016-09-27 17:29:28.798077056+00:00,197,257,277,337,19.252,1.696,-8.050,34.213,3.503,-6.612,12.012,1.29,4.480
2016-09-27 17:52:44.086000+00:00,3,False,False,True,1.424,10.772,-4.434,11.649,2.618,83.365,2016-09-27 17:53:24.383325440+00:00,367,427,287,347,20.621,10.771,-9.753,22.888,8.004,-1.992,31.736,0.89,1.452
2016-09-27 18:33:04.219000+00:00,3,False,False,True,1.076,11.079,-4.103,11.815,2.422,86.290,2016-09-27 18:34:47.876185088+00:00,682,742,762,800,6.083,7.461,-21.595,31.633,7.292,-16.776,31.360,0.874,1.627
2016-09-27 18:35:14.121000+00:00,3,False,True,True,1.059,11.093,-4.086,11.821,2.538,134.322,2016-09-27 18:37:00.027144832+00:00,1465,1525,1385,1445,34.743,-0.295,-12.869,27.746,18.860,-19.249,23.903,0.641,5.124
2016-09-27 18:39:54.175000+00:00,3,False,True,True,1.020,11.121,-4.049,11.835,1.557,107.962,2016-09-27 18:38:00.927587072+00:00,0,44,64,124,23.034,9.745,-27.065,12.163,2.684,-17.636,17.257,0.778,3.682
2016-09-28 14:29:24.213000+00:00,3,False,False,True,3.107,8.240,-5.397,9.850,6.060,105.623,2016-09-28 14:28:13.386621056+00:00,285,345,365,425,117.264,12.690,-44.521,19.166,4.478,3.449,-21.013,0.63,10.894
2016-09-28 14:28:44.162000+00:00,3,False,False,True,3.114,8.224,-5.397,9.837,nan,nan,2016-09-28 14:27:17.136217088+00:00,219,237,139,199,0.000,8.877,-41.963,25.168,8.877,-41.963,25.168,0.78,0.780
2016-10-01 18:24:14.144000+00:00,3,False,True,True,1.670,11.072,-4.042,11.787,3.014,155.240,2016-10-01 18:22:21.755373440+00:00,9,69,89,149,10.346,6.683,-32.001,11.266,4.628,-23.841,13.648,0.898,6.366
2016-10-03 16:19:44.149000+00:00,3,False,True,True,2.930,9.972,-4.927,11.123,0.903,43.475,2016-10-03 16:17:56.244934912+00:00,24,84,104,164,43.669,5.746,-8.593,5.840,8.906,-3.423,23.509,0.531,3.838
2016-10-06 17:19:54.168000+00:00,3,False,False,True,2.845,10.630,-4.372,11.494,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 16:51:54.145000+00:00,3,False,False,True,3.065,10.372,-4.591,11.343,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:03:14.104000+00:00,3,False,False,True,2.975,10.482,-4.504,11.409,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:08:44.109000+00:00,3,False,False,True,2.932,10.533,-4.460,11.438,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:42:44.137000+00:00,3,False,False,True,2.660,10.817,-4.181,11.597,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:06:04.206000+00:00,3,False,False,True,2.952,10.510,-4.480,11.425,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:28:04.075000+00:00,3,False,False,True,2.777,10.702,-4.303,11.534,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:14:54.164000+00:00,3,False,False,True,2.885,10.587,-4.413,11.469,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:01:24.152000+00:00,3,False,False,True,2.991,10.463,-4.519,11.397,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-06 17:30:14.127000+00:00,3,False,False,True,2.761,10.718,-4.286,11.544,nan,nan,2016-10-06 15:42:24.584205440+00:00,333,393,253,313,nan,nan,nan,nan,nan,nan,nan,0.924,18.640
2016-10-10 15:05:44.117000+00:00,3,False,False,True,4.305,9.214,-5.047,10.506,1.999,118.553,2016-10-10 15:05:58.471476992+00:00,836,896,916,976,44.064,13.810,-27.538,18.712,5.010,-8.484,37.549,1.3,23.674
2016-10-10 16:01:04.113000+00:00,3,False,False,True,3.939,9.884,-4.754,10.968,0.648,80.103,2016-10-10 15:59:17.470759552+00:00,68,72,92,152,5.543,11.675,-13.978,13.353,11.365,-15.354,16.683,2.72,3.555
2016-10-16 13:04:14.177000+00:00,3,False,True,True,5.650,7.650,-4.988,9.133,1.389,79.338,2016-10-16 13:04:39.190560+00:00,103,163,23,83,4.152,7.729,-23.869,43.062,9.998,-26.569,41.888,0.687,0.735
2016-10-16 15:01:54.177000+00:00,3,False,False,True,5.090,9.237,-4.761,10.392,4.046,134.427,2016-10-16 15:02:08.795149440+00:00,413,417,437,497,7.272,4.693,-28.324,36.695,0.968,-29.262,30.938,2.72,6.077
2016-10-16 17:28:34.203000+00:00,3,False,False,True,4.043,10.631,-3.710,11.260,2.136,86.999,2016-10-16 17:28:53.714045440+00:00,122,182,202,262,4.522,6.186,-18.490,36.982,3.564,-16.220,27.441,0.724,3.632
2016-10-16 17:56:14.127000+00:00,3,False,True,True,3.813,10.795,-3.463,11.337,1.590,148.723,2016-10-16 17:56:56.727356928+00:00,945,1005,865,925,68.982,-3.103,-5.240,29.972,7.078,18.326,12.449,0.804,12.814
2016-10-16 19:24:44.205000+00:00,3,False,False,True,3.013,11.084,-2.663,11.399,2.260,65.297,2016-10-16 19:24:56.695016960+00:00,557,617,637,697,156.010,19.145,-21.415,25.283,-2.271,5.434,-11.309,1.44,19.164
2016-10-16 19:26:24.106000+00:00,3,False,False,True,2.999,11.085,-2.650,11.398,2.260,65.297,2016-10-16 19:24:56.695016960+00:00,92,152,172,232,156.010,19.145,-21.415,25.283,-2.271,5.434,-11.309,1.44,19.164
2016-10-16 20:38:24.169000+00:00,3,False,True,True,2.287,11.034,-2.069,11.227,1.427,131.664,2016-10-16 20:38:31.456439040+00:00,387,447,467,527,17.138,10.945,-14.473,32.209,11.404,-30.786,34.628,0.509,0.833
2016-10-16 20:37:04.218000+00:00,3,False,True,True,2.297,11.037,-2.076,11.230,1.427,131.664,2016-10-16 20:38:33.706460032+00:00,387,447,467,527,17.138,10.945,-14.473,32.209,11.404,-30.786,34.628,0.509,0.833
