Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh,b_lmn_vec_msp_n,b_lmn_vec_msp_m,b_lmn_vec_msp_l,b_lmn_vec_msh_n,b_lmn_vec_msh_m,b_lmn_vec_msh_l,np_median_msp,np_median_msh
2016-10-17 11:43:34.210000+00:00,3,False,False,True,5.960,6.442,-4.708,7.979,3.513,90.880,2016-10-17 11:44:40.179380096+00:00,438,498,358,418,7.589,8.062,-41.897,19.508,9.867,-33.473,20.444,0.687,3.459
2016-10-17 16:40:14.213000+00:00,3,False,False,True,4.550,10.250,-4.053,11.022,1.637,106.239,2016-10-17 16:40:36.118110976+00:00,121,181,201,261,40.698,11.131,-15.470,22.817,11.240,-19.055,3.766,0.457,3.248
2016-10-17 16:42:34.165000+00:00,3,False,False,True,4.531,10.271,-4.033,11.034,1.456,110.094,2016-10-17 16:40:41.368150016+00:00,0,47,67,127,23.493,10.913,-14.567,22.858,12.342,-19.629,12.454,0.46,3.197
2016-10-17 17:47:34.222000+00:00,3,False,False,True,4.009,10.725,-3.469,11.272,1.414,102.332,2016-10-17 17:46:42.449588608+00:00,382,442,462,522,12.685,8.926,-21.507,23.575,1.974,-18.467,23.772,1.14,2.985
2016-10-17 17:45:24.170000+00:00,3,False,False,True,4.030,10.711,-3.492,11.265,1.414,102.332,2016-10-17 17:46:42.449588608+00:00,450,510,530,590,12.685,8.926,-21.507,23.575,1.974,-18.467,23.772,1.14,2.985
2016-10-22 13:08:44.124000+00:00,3,False,False,True,6.366,7.825,-4.701,9.129,9.200,81.696,2016-10-22 13:10:18.966051968+00:00,611,671,531,591,0.198,4.077,-26.631,30.256,3.303,-20.870,23.773,1.03,16.455
2016-10-22 13:09:44.125000+00:00,3,False,False,True,6.363,7.839,-4.700,9.140,3.074,60.561,2016-10-22 13:10:54.141308416+00:00,813,868,888,948,6.025,5.142,-23.067,39.184,8.744,-19.745,38.910,0.706,1.542
2016-10-22 13:11:54.177000+00:00,3,False,False,True,6.356,7.866,-4.700,9.163,3.074,60.561,2016-10-22 13:10:54.141308416+00:00,345,400,420,480,6.025,5.142,-23.067,39.184,8.744,-19.745,38.910,0.706,1.542
2016-10-22 17:46:14.199000+00:00,3,False,True,True,4.618,10.559,-3.098,11.004,1.981,146.520,2016-10-22 17:46:27.413377408+00:00,3,63,83,143,13.124,4.886,-15.326,42.628,-3.601,-19.561,38.329,0.851,3.185
2016-10-22 17:47:34.150000+00:00,3,False,True,True,4.605,10.566,-3.084,11.007,1.981,146.520,2016-10-22 17:46:27.413377408+00:00,3,63,83,143,13.124,4.886,-15.326,42.628,-3.601,-19.561,38.329,0.851,3.185
2016-10-22 17:40:44.195000+00:00,3,False,True,True,4.665,10.532,-3.148,10.993,1.778,50.167,2016-10-22 17:42:16.236505472+00:00,598,658,518,578,3.816,3.275,-16.044,34.730,0.766,-17.105,37.044,0.79,1.874
2016-10-22 18:25:54.132000+00:00,3,False,False,True,4.261,10.713,-2.733,11.056,3.250,97.672,2016-10-22 18:26:07.931209472+00:00,19,79,99,159,21.383,13.969,-13.543,30.362,8.126,-22.188,22.288,0.844,16.871
2016-10-23 15:29:14.129000+00:00,3,False,False,True,5.785,9.499,-4.132,10.359,2.464,73.667,2016-10-23 15:29:40.899908352+00:00,475,535,555,615,15.933,7.219,-9.523,28.397,4.265,-15.922,23.656,0.555,3.195
2016-10-23 15:34:34.083000+00:00,3,False,False,True,5.749,9.554,-4.097,10.395,1.511,110.834,2016-10-23 15:35:38.052516992+00:00,478,538,558,618,4.466,2.948,-11.617,25.045,3.335,-14.544,25.847,0.562,2.591
2016-10-23 16:52:14.197000+00:00,3,False,False,True,5.185,10.206,-3.499,10.789,2.618,99.634,2016-10-23 16:51:31.185847936+00:00,502,562,422,482,7.320,8.102,-24.347,28.914,5.650,-18.917,28.888,0.812,9.590
2016-10-24 14:26:04.136000+00:00,3,False,False,True,6.276,8.803,-4.393,9.838,2.586,113.835,2016-10-24 14:24:21.583030912+00:00,70,130,150,210,11.718,2.225,-13.488,35.541,2.441,-20.868,32.732,0.624,9.541
2016-10-24 14:28:14.187000+00:00,3,False,False,True,6.265,8.826,-4.384,9.855,2.225,57.207,2016-10-24 14:28:47.084965120+00:00,970,1008,1028,1088,7.054,5.463,-11.213,35.993,5.555,-11.232,25.505,1.54,12.296
2016-10-24 16:58:54.211000+00:00,3,False,True,True,5.247,10.218,-3.355,10.754,0.739,126.219,2016-10-24 16:58:44.375800064+00:00,758,818,838,898,13.002,3.412,-9.050,28.885,8.785,-14.658,28.631,1.43,1.979
2016-10-24 17:03:24.215000+00:00,3,False,True,True,5.210,10.246,-3.315,10.769,1.809,91.365,2016-10-24 17:02:09.427309312+00:00,256,316,336,396,6.173,6.686,-13.081,34.670,5.736,-16.200,32.039,1.99,5.977
2016-10-25 20:32:34.200000+00:00,3,False,True,True,3.253,10.494,-1.408,10.588,1.886,38.099,2016-10-25 20:30:46.080513920+00:00,0,26,46,106,14.266,11.355,-35.403,26.099,4.769,-37.210,16.756,1.83,2.501
2016-10-26 17:15:34.189000+00:00,3,False,False,True,5.340,10.233,-3.037,10.674,2.163,123.960,2016-10-26 17:16:49.643138048+00:00,1315,1375,1235,1295,39.258,9.039,-39.575,28.155,3.124,-20.643,-1.573,2.2,9.741
2016-10-26 17:17:34.191000+00:00,3,False,False,True,5.322,10.244,-3.019,10.680,2.163,123.960,2016-10-26 17:16:49.643138048+00:00,515,575,435,495,39.258,9.039,-39.575,28.155,3.124,-20.643,-1.573,2.2,9.741
2016-10-26 18:59:04.127000+00:00,3,False,False,True,4.366,10.559,-2.089,10.763,nan,nan,2016-10-26 19:00:11.815550080+00:00,1231,1251,1151,1211,nan,5.600,-20.325,36.407,5.600,-20.325,36.407,2.55,2.554
2016-10-26 19:00:34.128000+00:00,3,False,False,True,4.350,10.560,-2.075,10.762,nan,nan,2016-10-26 19:00:11.815550080+00:00,697,717,617,677,nan,5.600,-20.325,36.407,5.600,-20.325,36.407,2.55,2.554
2016-10-26 19:13:04.139000+00:00,3,False,False,True,4.221,10.564,-1.965,10.746,3.411,54.621,2016-10-26 19:13:11.896553472+00:00,818,878,898,958,8.820,15.465,-17.011,37.828,14.212,-13.979,23.830,0.607,5.374
2016-10-26 19:08:34.135000+00:00,3,False,False,True,4.268,10.564,-2.004,10.752,3.482,60.402,2016-10-26 19:09:25.169809536+00:00,1157,1217,1237,1297,4.292,16.549,-26.268,35.814,7.274,-14.180,16.768,0.432,6.006
2016-10-26 19:10:44.187000+00:00,3,False,False,True,4.247,10.564,-1.987,10.749,3.482,60.402,2016-10-26 19:09:25.169809536+00:00,290,350,370,430,4.292,16.549,-26.268,35.814,7.274,-14.180,16.768,0.432,6.006
2016-10-26 19:05:14.182000+00:00,3,False,False,True,4.304,10.562,-2.035,10.757,2.151,88.085,2016-10-26 19:06:18.793370368+00:00,345,405,425,485,4.739,14.229,-21.911,28.174,13.000,-18.119,28.108,0.448,2.738
2016-10-26 19:18:14.193000+00:00,3,False,True,True,4.168,10.564,-1.921,10.738,3.603,139.208,2016-10-26 19:19:08.599298944+00:00,585,645,505,565,25.324,19.966,-29.716,24.257,3.215,-24.120,10.533,0.602,6.019
2016-10-26 19:45:44.216000+00:00,3,False,True,True,3.873,10.542,-1.688,10.676,1.943,156.422,2016-10-26 19:46:17.086843648+00:00,919,979,999,1059,21.361,9.135,-21.759,13.055,3.249,-19.543,21.738,1.01,6.079
2016-10-27 09:58:54.088000+00:00,3,False,True,True,7.073,5.110,-3.760,6.345,5.715,129.367,2016-10-27 09:59:35.829588608+00:00,995,1055,915,975,19.114,22.819,-48.343,19.827,26.631,-27.227,20.544,0.428,9.075
2016-10-27 13:40:54.119000+00:00,3,False,False,True,6.858,8.231,-4.321,9.296,4.762,85.056,2016-10-27 13:41:54.078195968+00:00,1078,1138,1158,1218,16.099,5.906,-26.152,33.035,1.205,-9.093,21.427,2.21,8.658
2016-10-27 13:43:04.171000+00:00,3,False,False,True,6.848,8.261,-4.315,9.320,4.762,85.056,2016-10-27 13:41:54.078195968+00:00,211,271,291,351,16.099,5.906,-26.152,33.035,1.205,-9.093,21.427,2.21,8.658
2016-10-27 13:53:24.129000+00:00,3,False,False,True,6.804,8.380,-4.286,9.413,2.618,65.000,2016-10-27 13:51:42.682592896+00:00,64,124,144,204,17.488,11.913,-27.661,28.098,9.698,-15.785,31.777,0.367,4.620
2016-10-27 13:55:44.081000+00:00,3,False,False,True,6.792,8.410,-4.278,9.436,2.698,51.727,2016-10-27 13:56:06.684568576+00:00,947,1007,867,927,5.409,12.609,-25.830,26.335,9.154,-22.174,25.971,0.421,0.482
2016-10-27 13:58:14.083000+00:00,3,False,False,True,6.781,8.439,-4.270,9.458,2.002,72.356,2016-10-27 13:57:52.960361472+00:00,655,715,735,795,7.221,9.598,-19.682,29.065,6.948,-14.572,28.212,0.521,4.082
2016-10-27 14:42:34.220000+00:00,3,False,False,True,6.552,8.938,-4.083,9.827,3.327,63.795,2016-10-27 14:42:28.080377472+00:00,674,734,594,654,13.689,16.304,-18.417,34.182,8.446,-24.478,32.877,0.829,0.963
2016-10-27 14:40:44.118000+00:00,3,False,False,True,6.563,8.917,-4.093,9.812,3.327,63.795,2016-10-27 14:42:24.555351424+00:00,1408,1468,1328,1388,13.689,16.304,-18.418,34.182,8.445,-24.478,32.877,0.829,0.963
2016-10-28 11:11:44.170000+00:00,3,False,False,True,7.306,6.243,-4.137,7.489,3.687,52.088,2016-10-28 11:11:58.377693568+00:00,510,570,590,650,8.896,17.200,-35.115,32.289,9.506,-36.517,32.855,0.383,3.493
2016-10-28 11:16:34.124000+00:00,3,False,False,True,7.306,6.315,-4.157,7.561,nan,nan,2016-10-28 11:14:42.028895104+00:00,110,146,30,90,0.000,18.047,-46.280,23.980,18.047,-46.280,23.980,0.895,0.895
2016-10-28 11:13:24.222000+00:00,3,False,False,True,7.306,6.272,-4.145,7.518,3.687,52.123,2016-10-28 11:11:58.377693568+00:00,45,105,125,185,8.885,17.191,-35.127,32.274,9.506,-36.517,32.855,0.383,3.493
2016-10-28 11:27:04.133000+00:00,3,False,False,True,7.303,6.465,-4.195,7.707,9.316,53.214,2016-10-28 11:28:08.359826432+00:00,1176,1236,1096,1156,14.055,12.247,-32.404,36.645,15.090,-18.889,21.015,0.337,9.428
2016-10-28 12:58:44.109000+00:00,3,False,False,True,7.135,7.700,-4.317,8.828,3.978,97.059,2016-10-28 12:59:40.875421056+00:00,503,563,583,643,63.706,12.776,-28.227,22.162,4.702,-18.825,-10.049,0.446,7.293
2016-10-28 13:00:14.110000+00:00,3,False,False,True,7.130,7.719,-4.316,8.844,4.276,134.055,2016-10-28 13:01:06.451054848+00:00,866,926,786,846,29.017,4.848,-22.654,21.223,2.757,-16.526,4.042,2.0,5.204
2016-10-28 13:37:44.141000+00:00,3,False,False,True,6.993,8.183,-4.253,9.222,4.229,155.601,2016-10-28 13:36:58.067041536+00:00,107,167,187,247,112.698,15.215,-28.822,35.486,-0.940,15.042,4.395,0.657,11.895
2016-10-28 13:38:24.192000+00:00,3,False,False,True,6.988,8.195,-4.251,9.232,2.242,114.352,2016-10-28 13:39:56.343368448+00:00,1266,1326,1186,1246,25.515,14.952,-28.021,23.483,18.936,-12.561,29.598,0.693,5.700
2016-10-28 13:09:24.168000+00:00,3,False,False,True,7.101,7.833,-4.307,8.939,3.407,92.313,2016-10-28 13:10:28.655227520+00:00,699,759,779,839,139.784,19.389,-28.519,25.957,-3.281,5.096,0.342,0.343,10.375
2016-10-28 13:36:44.140000+00:00,3,False,False,True,6.997,8.171,-4.256,9.213,4.229,155.601,2016-10-28 13:36:58.067041536+00:00,107,167,187,247,112.698,15.215,-28.822,35.486,-0.940,15.042,4.395,0.657,11.895
2016-10-28 13:54:14.155000+00:00,3,False,True,True,6.921,8.378,-4.206,9.375,6.857,125.398,2016-10-28 13:55:25.750283520+00:00,254,314,174,234,5.502,10.239,-20.065,36.935,4.062,-13.599,24.699,0.563,8.118
2016-10-28 13:55:34.106000+00:00,3,False,False,True,6.914,8.396,-4.201,9.388,5.956,130.756,2016-10-28 13:56:19.000682496+00:00,794,854,714,774,100.096,11.567,-23.759,36.331,5.174,19.660,6.578,0.467,9.465
2016-10-28 14:51:54.103000+00:00,3,False,False,True,6.621,9.009,-3.952,9.838,2.778,111.689,2016-10-28 14:52:33.275865472+00:00,162,222,82,142,13.146,10.560,-20.169,28.463,6.760,-12.098,29.010,0.334,5.651
2016-10-28 14:29:44.184000+00:00,3,False,True,True,6.744,8.777,-4.065,9.673,3.878,123.837,2016-10-28 14:28:35.215122944+00:00,223,283,143,203,4.542,5.642,0.779,25.137,2.697,-0.618,12.368,1.9,4.293
2016-10-28 14:53:34.154000+00:00,3,False,False,True,6.609,9.029,-3.941,9.852,1.131,115.914,2016-10-28 14:54:03.726541568+00:00,531,591,451,511,12.043,8.640,-28.805,22.698,10.211,-21.891,26.282,1.93,2.389
2016-10-28 14:55:24.106000+00:00,3,False,False,True,6.600,9.044,-3.933,9.862,1.130,115.927,2016-10-28 14:54:03.726541568+00:00,132,192,52,112,12.031,8.636,-28.808,22.696,10.206,-21.900,26.277,1.93,2.389
2016-10-28 14:41:54.094000+00:00,3,False,False,True,6.678,8.905,-4.006,9.765,3.161,101.572,2016-10-28 14:43:15.721699072+00:00,508,568,588,648,4.447,12.327,-21.453,19.809,12.784,-18.868,16.427,0.335,4.186
2016-10-28 15:10:04.168000+00:00,3,True,True,True,6.508,9.193,-3.844,9.964,2.117,160.058,2016-10-28 15:08:16.407917952+00:00,24,84,104,164,28.648,7.618,-12.620,40.803,-3.232,5.762,42.731,1.53,7.498
2016-10-28 15:38:34.192000+00:00,3,False,False,True,6.321,9.456,-3.655,10.138,4.355,68.866,2016-10-28 15:39:55.497138048+00:00,1398,1458,1318,1378,7.892,14.324,-22.202,36.414,11.644,-27.408,34.276,0.501,2.062
2016-10-28 15:54:24.155000+00:00,3,False,True,True,6.213,9.589,-3.541,10.222,2.167,144.907,2016-10-28 15:54:57.978905600+00:00,189,249,269,329,68.936,7.808,-24.573,24.697,-8.909,12.938,36.187,1.1,2.614
2016-10-28 16:04:44.114000+00:00,3,False,False,True,6.136,9.673,-3.461,10.274,3.386,86.948,2016-10-28 16:05:09.908498048+00:00,181,241,101,161,1.796,12.050,-21.298,36.653,6.777,-13.699,22.639,0.347,5.452
2016-10-28 16:23:04.079000+00:00,3,False,True,True,5.996,9.813,-3.313,10.357,2.546,139.092,2016-10-28 16:24:22.217163904+00:00,548,608,468,528,13.504,9.657,-14.181,31.792,6.709,-5.250,28.723,0.357,3.429
2016-10-29 12:23:14.081000+00:00,3,False,False,True,7.352,7.236,-4.249,8.392,nan,nan,2016-10-29 12:22:01.426115072+00:00,341,382,261,321,0.000,16.054,-38.854,29.024,16.054,-38.854,29.024,0.828,0.828
2016-10-29 12:20:44.079000+00:00,3,False,False,True,7.357,7.203,-4.247,8.362,nan,nan,2016-10-29 12:22:01.426115072+00:00,1341,1382,1261,1321,nan,16.055,-38.854,29.024,16.055,-38.854,29.024,0.828,0.828
2016-10-29 16:49:34.103000+00:00,3,False,False,True,5.897,9.943,-2.998,10.385,2.441,94.691,2016-10-29 16:50:42.501970048+00:00,482,542,402,462,1.191,11.508,-24.989,31.220,11.048,-22.298,28.759,0.476,4.309
2016-10-29 18:17:04.177000+00:00,3,False,False,True,5.099,10.306,-2.203,10.539,2.485,86.533,2016-10-29 18:16:46.443048576+00:00,355,415,435,495,5.505,10.522,-26.509,37.311,9.390,-29.435,33.973,0.445,0.462
2016-10-29 18:15:44.076000+00:00,3,False,False,True,5.113,10.303,-2.217,10.539,2.485,86.533,2016-10-29 18:16:46.443048576+00:00,355,415,435,495,5.505,10.522,-26.509,37.311,9.390,-29.435,33.973,0.445,0.462
2016-10-30 10:38:44.207000+00:00,3,False,False,True,7.529,5.793,-3.887,6.976,3.900,86.744,2016-10-30 10:40:24.981483392+00:00,1469,1529,1549,1599,11.678,11.169,-41.936,22.173,16.832,-34.950,26.314,1.78,4.290
2016-10-31 12:26:34.130000+00:00,3,False,False,True,7.585,7.273,-4.110,8.354,4.350,53.100,2016-10-31 12:26:25.726029440+00:00,683,743,763,823,4.114,11.665,-29.119,25.120,9.749,-27.143,26.418,1.09,1.237
2016-10-31 12:24:44.178000+00:00,3,False,False,True,7.590,7.247,-4.110,8.331,2.928,72.521,2016-10-31 12:26:26.326033408+00:00,683,743,763,800,9.460,12.437,-29.115,22.636,7.375,-27.335,26.121,1.91,1.966
2016-11-02 11:19:34.167000+00:00,3,False,False,True,7.910,6.388,-3.871,7.469,1.398,33.545,2016-11-02 11:21:29.429956992+00:00,719,779,799,801,4.555,10.047,-29.392,38.971,13.313,-27.374,36.878,1.35,3.250
2016-11-02 17:14:54.124000+00:00,3,False,False,True,6.106,9.851,-2.400,10.140,2.619,106.868,2016-11-02 17:15:53.298078080+00:00,422,482,342,402,25.603,2.176,-15.909,28.765,-2.732,-24.774,18.664,0.509,5.011
2016-11-02 18:08:04.220000+00:00,3,False,True,True,5.586,10.020,-1.913,10.201,1.207,53.384,2016-11-02 18:08:54.448937088+00:00,971,1031,891,951,19.926,4.192,-10.379,35.826,18.354,-1.343,49.227,0.77,3.832
2016-11-03 09:24:34.090000+00:00,3,False,False,True,7.812,4.762,-3.266,5.775,1.351,108.971,2016-11-03 09:23:23.194643072+00:00,257,269,289,349,1.644,23.257,-30.802,35.772,21.976,-30.499,36.535,2.19,2.220
2016-11-03 16:49:04.168000+00:00,3,False,False,True,6.435,9.669,-2.529,9.995,2.384,66.578,2016-11-03 16:49:15.752538496+00:00,802,862,882,942,6.456,12.686,-25.868,33.765,11.743,-21.848,36.570,0.545,1.842
2016-11-03 09:22:04.088000+00:00,3,False,False,True,7.801,4.724,-3.249,5.734,1.351,108.971,2016-11-03 09:23:23.194643072+00:00,1257,1269,1289,1349,1.644,23.257,-30.802,35.772,21.976,-30.499,36.535,2.19,2.220
2016-11-03 16:47:44.216000+00:00,3,False,False,True,6.448,9.662,-2.542,9.991,2.384,66.532,2016-11-03 16:49:15.752538496+00:00,1070,1130,1150,1210,6.437,12.674,-25.881,33.762,11.720,-21.877,36.559,0.545,1.842
2016-11-03 16:52:44.221000+00:00,3,False,False,True,6.404,9.687,-2.499,10.004,2.873,70.478,2016-11-03 16:54:12.229897088+00:00,1081,1118,1138,1198,0.694,12.760,-23.609,36.471,14.026,-25.149,38.390,0.611,1.131
2016-11-03 16:46:24.115000+00:00,3,False,False,True,6.461,9.654,-2.555,9.986,nan,nan,2016-11-03 16:47:55.126899456+00:00,604,612,524,584,0.000,17.127,-10.343,33.739,17.127,-10.343,33.739,2.13,2.135
2016-11-03 16:53:44.222000+00:00,3,False,False,True,6.396,9.692,-2.490,10.007,2.870,70.510,2016-11-03 16:54:12.304901120+00:00,946,983,1003,1063,0.730,12.789,-23.576,36.480,14.102,-25.087,38.411,0.611,1.131
2016-11-06 08:54:24.218000+00:00,3,False,True,True,8.027,4.349,-2.930,5.244,1.332,31.380,2016-11-06 08:55:02.939501056+00:00,1072,1086,1106,1166,7.417,23.802,-28.110,47.834,21.321,-34.957,44.916,2.35,3.219
2016-11-06 08:41:44.157000+00:00,3,False,False,True,7.951,4.151,-2.842,5.031,3.675,28.103,2016-11-06 08:42:27.159061120+00:00,1053,1061,1081,1141,6.579,19.634,-32.995,49.632,6.876,-18.918,26.217,2.74,30.708
2016-11-06 08:44:14.159000+00:00,3,False,False,True,7.966,4.190,-2.859,5.073,6.537,93.360,2016-11-06 08:42:54.159255040+00:00,292,312,332,392,43.748,11.588,-33.351,45.768,-5.038,-29.279,8.014,2.36,35.879
2016-11-06 09:08:44.179000+00:00,3,False,False,True,8.100,4.558,-3.021,5.469,nan,nan,2016-11-06 09:08:00.620260480+00:00,551,577,471,531,nan,17.487,-22.905,48.993,17.487,-22.905,48.993,1.34,1.343
2016-11-06 16:25:44.104000+00:00,3,False,False,True,6.933,9.354,-2.432,9.665,4.233,54.222,2016-11-06 16:27:13.353856640+00:00,1263,1290,1310,1332,0.420,8.362,-16.768,42.658,8.114,-16.169,42.012,1.04,1.992
2016-11-06 16:24:04.202000+00:00,3,False,False,True,6.945,9.346,-2.445,9.660,4.743,88.966,2016-11-06 16:23:15.676926464+00:00,474,519,539,599,5.802,8.912,-17.588,41.950,4.124,-16.648,41.037,0.831,5.658
2016-11-12 18:46:44.146000+00:00,3,False,False,True,5.919,9.156,-0.613,9.177,2.042,68.229,2016-11-12 18:47:39.041318144+00:00,740,800,660,720,8.100,0.749,-16.367,45.027,-5.007,-14.030,37.215,0.539,3.762
2016-11-13 11:06:14.132000+00:00,3,False,False,True,9.167,6.003,-2.982,6.703,4.381,168.167,2016-11-13 11:06:52.906583040+00:00,1010,1070,930,990,44.749,12.803,-16.932,36.243,7.338,7.711,18.770,0.416,7.332
2016-11-13 11:08:14.134000+00:00,3,False,False,True,9.167,6.026,-2.984,6.725,4.380,168.170,2016-11-13 11:06:52.906583040+00:00,275,335,195,255,44.796,12.803,-16.932,36.243,7.318,7.730,18.774,0.416,7.332
2016-11-13 13:53:14.130000+00:00,3,False,False,True,8.687,7.763,-2.719,8.225,3.834,109.375,2016-11-13 13:53:19.015907456+00:00,800,858,878,938,59.872,-1.774,-7.042,37.208,-4.179,25.797,22.228,1.87,4.061
2016-11-13 13:57:54.184000+00:00,3,False,False,True,8.660,7.808,-2.696,8.260,2.642,90.627,2016-11-13 13:56:57.567757952+00:00,404,464,484,544,10.248,4.516,-7.826,35.253,3.223,-1.043,27.146,0.871,4.400
2016-11-13 13:55:34.082000+00:00,3,False,False,True,8.674,7.785,-2.708,8.243,2.641,90.631,2016-11-13 13:56:57.567757952+00:00,1338,1398,1418,1478,10.249,4.516,-7.826,35.253,3.222,-1.042,27.146,0.871,4.400
2016-11-13 14:10:14.145000+00:00,3,True,True,True,8.592,7.913,-2.638,8.341,1.727,150.803,2016-11-13 14:11:29.450148480+00:00,397,457,317,377,35.397,6.292,-19.722,33.585,7.450,3.336,34.676,0.587,2.608
2016-11-14 12:37:24.141000+00:00,3,False,False,True,9.113,6.969,-2.863,7.534,4.337,85.322,2016-11-14 12:38:17.263022464+00:00,1019,1079,1099,1159,15.385,16.871,-19.643,35.140,12.042,-8.847,36.420,2.05,3.796
2016-11-14 12:34:54.139000+00:00,3,False,False,True,9.121,6.943,-2.868,7.512,2.520,91.628,2016-11-14 12:36:16.061992064+00:00,539,599,459,519,63.619,4.103,-25.484,27.387,2.007,7.208,18.710,1.4,9.279
2016-11-14 17:25:24.099000+00:00,3,False,False,True,7.027,8.927,-1.106,8.995,8.963,73.532,2016-11-14 17:26:54.461682944+00:00,600,660,680,740,12.790,4.446,-15.242,47.035,1.952,-18.834,31.844,0.557,7.208
2016-11-14 17:27:04.151000+00:00,3,False,False,True,7.005,8.931,-1.088,8.997,2.470,73.219,2016-11-14 17:28:05.112303488+00:00,995,1055,915,975,2.239,-2.959,-16.642,44.012,-4.552,-15.754,44.307,0.521,0.722
2016-11-14 17:28:54.102000+00:00,3,False,False,True,6.988,8.934,-1.076,8.998,2.470,73.219,2016-11-14 17:28:05.112303488+00:00,394,454,314,374,2.239,-2.959,-16.642,44.012,-4.552,-15.754,44.307,0.521,0.722
2016-11-15 12:12:44.224000+00:00,3,False,False,True,9.284,6.662,-2.802,7.228,2.046,49.354,2016-11-15 12:14:29.663628544+00:00,1436,1496,1516,1576,14.710,5.550,-14.581,36.654,7.866,-17.691,25.064,1.27,5.908
2016-11-15 12:24:54.135000+00:00,3,True,True,True,9.251,6.788,-2.785,7.337,1.377,28.959,2016-11-15 12:26:08.894543488+00:00,1165,1225,1085,1145,8.418,12.659,-18.110,27.262,6.916,-16.463,19.855,1.69,4.509
2016-11-15 13:01:54.168000+00:00,3,False,False,True,9.123,7.161,-2.703,7.654,1.727,77.851,2016-11-15 13:01:44.162701440+00:00,750,810,830,890,0.591,6.709,-10.134,31.407,6.486,-9.255,29.553,1.83,3.346
2016-11-23 17:53:34.145000+00:00,3,False,False,True,7.138,7.992,0.009,7.992,4.356,118.601,2016-11-23 17:54:38.000280576+00:00,392,452,312,372,131.448,10.188,-5.397,50.682,-2.349,-8.504,-8.978,0.619,21.482
2016-11-24 18:32:04.084000+00:00,3,False,False,True,6.608,7.824,0.381,7.834,5.644,61.088,2016-11-24 18:33:02.464642944+00:00,1158,1173,1193,1253,9.657,19.742,-27.460,66.539,9.334,-26.181,43.687,1.36,19.246
2016-11-24 18:34:44.137000+00:00,3,False,False,True,6.570,7.819,0.399,7.829,5.644,61.086,2016-11-24 18:33:02.539643008+00:00,91,106,126,186,9.659,19.745,-27.459,66.539,9.334,-26.181,43.687,1.36,19.246
2016-11-24 18:36:54.188000+00:00,3,False,False,True,6.531,7.813,0.416,7.824,4.939,76.105,2016-11-24 18:35:25.040845568+00:00,203,245,265,325,1.934,7.597,-23.912,63.966,8.957,-21.580,57.618,1.27,16.197
2016-11-25 08:02:54.150000+00:00,3,False,False,True,9.899,3.301,-1.505,3.628,3.091,136.542,2016-11-25 08:03:00.029181952+00:00,948,1008,1028,1088,141.966,19.358,-16.728,43.692,-6.003,-5.711,-15.858,1.48,9.576
2016-11-26 11:52:44.152000+00:00,3,False,True,True,10.322,5.729,-1.698,5.975,6.816,70.473,2016-11-26 11:53:49.840999424+00:00,359,419,279,339,9.537,8.737,-19.446,23.299,6.408,-16.111,13.634,0.452,6.140
2016-11-26 15:52:34.166000+00:00,3,False,False,True,8.726,7.419,-0.606,7.444,3.530,51.551,2016-11-26 15:53:22.284903936+00:00,336,396,256,316,8.698,5.533,-19.083,43.398,5.249,-20.810,32.741,0.769,6.296
2016-11-26 16:31:24.151000+00:00,3,False,False,True,8.300,7.545,-0.328,7.552,nan,nan,2016-11-26 16:33:08.655052416+00:00,752,800,672,732,0.000,1.383,-6.629,40.326,1.383,-6.629,40.326,1.81,1.805
2016-11-27 12:47:14.077000+00:00,3,False,False,True,10.194,6.129,-1.472,6.303,4.533,59.071,2016-11-27 12:49:06.512367616+00:00,713,773,633,693,5.008,7.785,-14.710,36.911,7.843,-10.210,33.750,0.856,4.106
2016-11-27 06:52:04.164000+00:00,3,False,False,True,9.566,2.325,-1.167,2.601,1.983,63.407,2016-11-27 06:51:04.311409920+00:00,363,423,443,503,7.324,18.979,-12.506,51.019,23.952,-13.886,45.751,1.29,1.351
2016-11-27 13:17:04.203000+00:00,3,False,False,True,10.039,6.373,-1.370,6.519,3.498,53.444,2016-11-27 13:16:30.600951552+00:00,505,565,585,645,2.330,2.144,-20.905,32.397,2.633,-17.020,28.393,0.807,4.082
2016-11-28 07:29:14.149000+00:00,3,False,False,True,9.981,2.741,-1.200,2.992,5.722,67.105,2016-11-28 07:29:32.966416512+00:00,138,198,58,118,4.159,17.839,-21.745,44.987,16.168,-19.048,47.223,0.381,6.230
2016-11-28 07:31:24.201000+00:00,3,False,False,True,9.999,2.772,-1.206,3.023,4.362,134.311,2016-11-28 07:32:47.818016512+00:00,1307,1367,1387,1447,6.555,19.053,-20.169,51.256,11.300,-13.559,43.582,0.38,6.074
2016-11-28 11:47:04.175000+00:00,3,False,False,True,10.491,5.511,-1.497,5.710,4.795,60.853,2016-11-28 11:48:30.621031552+00:00,1393,1453,1313,1373,2.401,12.899,-8.994,37.342,9.379,-7.978,27.855,0.758,8.278
2016-11-29 14:40:04.091000+00:00,3,True,True,True,9.569,6.741,-0.760,6.783,1.680,168.138,2016-11-29 14:40:47.524728320+00:00,1035,1092,1112,1172,14.612,14.556,-8.859,50.271,16.969,-20.733,44.538,2.17,7.783
