Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean
2015-09-04 11:42:54.163000+00:00,3,False,False,True,4.187,8.289,-5.061,9.712,2.228,95.219,2015-09-04 11:42:06.677673600+00:00,361,421,441,501,12.203,0.718,-6.098,23.981,0.242,-6.55,23.697,4.314,-12.168,26.341,4.314,-12.168,26.341,1.226,1.469,3.813,3.756,-177.936,98.475,-29.215,-185.055,100.436,-27.341,-109.934,72.09,0.481,-104.216,69.995,-2.241,8940752,2723878.25,8080510.5,2984741.5,9866824,2815842.25,8780133,3104036.5,0.487
2015-09-04 12:09:34.083000+00:00,3,False,False,True,4.034,8.579,-5.224,10.045,4.261,82.806,2015-09-04 12:10:56.414752+00:00,462,491,511,571,32.954,12.783,-16.962,50.775,14.35,-17.306,51.169,5.522,7.87,29.89,5.522,7.87,29.89,0.921,1.028,13.986,13.969,-0.208,-68.553,-107.286,-5.955,-63.351,-84.177,-21.369,-292.005,-230.938,-24.258,-302.832,-232.375,5164746,918927.5,5110705.5,920716.0625,6133372.5,699492.5625,5806047,718344.375,0.403
2015-09-04 13:25:44.193000+00:00,3,False,False,True,3.531,9.344,-5.479,10.832,2.044,106.401,2015-09-04 13:26:21.796606848+00:00,188,248,268,328,79.004,11.363,-15.127,17.602,10.047,-13.048,18.019,-7.72,17.597,25.244,-7.72,17.597,25.244,1.005,1.061,7.292,6.914,-157.819,-27.729,34.468,-156.459,-26.311,46.312,-15.985,-88.113,-151.177,-9.043,-103.467,-152.285,6026962,865001.1875,5874702.5,938434.5625,7160209.5,832803.8125,6949639,906870.875,0.241
2015-09-06 13:27:44.082000+00:00,3,False,False,True,3.757,9.328,-5.543,10.851,0.634,98.066,2015-09-06 13:26:20.778924032+00:00,293,353,213,273,15.962,6.579,-9.365,7.05,6.575,-9.105,6.931,4.522,-14.684,10.765,4.522,-14.684,10.765,1.104,1.114,1.664,1.957,-0.288,-181.873,-46.832,-4.606,-181.71,-40.786,-66.436,-51.935,-53.442,-47.726,-47.524,-92.035,4638178.5,2689286.5,4635443.5,2630598.5,6127647,3541534.25,6066517,3404597,0.538
2015-09-06 12:21:54.081000+00:00,3,False,False,True,4.191,8.695,-5.359,10.214,0.879,94.742,2015-09-06 12:22:43.101754112+00:00,806,866,886,946,25.241,4.79,-11.372,29.164,5.057,-11.466,27.972,14.038,0.037,33.248,14.038,0.037,33.248,1.39,1.386,5.205,5.946,-168.485,-42.664,-85.903,-165.309,-41.718,-127.412,-142.831,-354.663,-296.422,-135.799,-362.422,-305.439,3388224.5,946956.5,4548678,1080852.125,3706983.25,862547.9375,4847158.5,996780.9375,0.164
2015-09-09 08:43:24.094000+00:00,3,False,False,True,5.292,6.002,-3.354,6.875,2.527,62.466,2015-09-09 08:43:54.401687040+00:00,924,982,1002,1062,24.258,36.913,-38.682,16.437,36.966,-37.09,15.14,13.043,-22.828,19.312,13.043,-22.828,19.312,2.217,2.28,11.57,11.926,40.848,-42.263,-2.496,38.976,-47.211,-7.124,-77.846,-76.323,-191.322,-88.553,-88.679,-191.335,3313314.25,951983.25,3272281.75,1071336.25,3246400,1037156.125,3198662.25,1119137.25,0.393
2015-09-09 08:45:04.146000+00:00,3,False,False,True,5.292,6.025,-3.375,6.906,2.527,62.485,2015-09-09 08:43:54.401687040+00:00,257,315,335,395,24.259,36.901,-38.698,16.426,36.954,-37.108,15.129,13.041,-22.829,19.311,13.041,-22.829,19.311,2.217,2.28,11.57,11.926,40.829,-42.28,-2.509,38.96,-47.231,-7.142,-77.853,-76.314,-191.321,-88.567,-88.675,-191.335,3313314.25,951983.25,3272281.75,1071336.25,3246400,1037156.125,3198662.25,1119137.25,0.393
2015-09-09 14:09:44.154000+00:00,3,False,False,True,3.817,9.615,-5.607,11.131,2.447,37.765,2015-09-09 14:08:52.731954048+00:00,328,388,248,308,33.014,14.213,-10.307,22.198,14.18,-10.311,22.259,1.554,0.747,4.704,1.554,0.747,4.704,0.645,0.688,13.599,13.313,99.797,-28.195,-56.965,111.02,-26.781,-58.352,-141.288,-56.706,-205.918,-142.148,-56.055,-205.928,6489620.5,577294.0625,6369251.5,594265.4375,7188158,533772.375,6950798.5,556536.125,7.12
2015-09-09 14:08:24.203000+00:00,3,False,False,True,3.824,9.607,-5.608,11.124,2.447,37.765,2015-09-09 14:08:52.731954048+00:00,861,921,781,841,33.014,14.213,-10.307,22.198,14.18,-10.311,22.259,1.554,0.747,4.704,1.554,0.747,4.704,0.645,0.688,13.599,13.313,99.797,-28.195,-56.965,111.02,-26.781,-58.352,-141.288,-56.706,-205.918,-142.148,-56.055,-205.928,6489620.5,577294.0625,6369251.5,594265.4375,7188158,533772.375,6950798.5,556536.125,7.12
2015-09-09 14:11:14.156000+00:00,3,False,False,True,3.805,9.628,-5.605,11.14,2.883,34.977,2015-09-09 14:11:51.308175616+00:00,1000,1060,1080,1140,6.336,15.55,-7.484,32.047,14.868,-7.247,32.736,12.026,-4.019,20.314,12.026,-4.019,20.314,0.696,0.861,10.918,10.464,-25.779,-55.883,-92.786,-20.156,-40.016,-68.087,-109.54,-142.436,-306.343,-110.055,-137.977,-306.395,5430386,703416.625,5057292.5,757062.9375,5578407.5,698258.5,5315195,731250.75,0.565
2015-09-09 14:27:34.119000+00:00,3,False,False,True,3.678,9.758,-5.577,11.239,2.598,62.129,2015-09-09 14:28:33.765046912+00:00,1135,1195,1215,1275,24.456,14.372,-16.416,28.989,14.813,-16.859,29.024,12.714,-1.465,19.477,12.714,-1.465,19.477,0.803,0.881,15.389,14.264,-33.279,-55.88,-91.938,-29.906,-52.288,-74.327,-119.964,-193.869,-301.536,-118.844,-193.915,-275.015,5656425,523710.03125,5513358.5,569959.125,6506982.5,594954.375,6188380.5,640470.125,0.476
2015-09-09 14:30:04.121000+00:00,3,False,False,True,3.659,9.777,-5.572,11.254,2.598,62.162,2015-09-09 14:28:27.540002432+00:00,135,195,215,275,24.466,14.365,-16.446,28.976,14.805,-16.888,29.011,12.722,-1.484,19.473,12.722,-1.484,19.473,0.803,0.881,15.389,14.264,-33.374,-55.802,-91.951,-29.945,-52.254,-74.335,-120.167,-193.701,-301.563,-119.048,-193.809,-275.039,5656425,523710.03125,5513358.5,569959.125,6506982.5,594954.375,6188380.5,640470.125,0.476
2015-09-09 14:57:24.093000+00:00,3,False,False,True,3.439,9.981,-5.495,11.394,4.555,88.171,2015-09-09 14:58:18.852385152+00:00,388,437,457,517,27.586,10.7,-21.464,30.73,11.081,-21.32,30.838,0.061,-12.488,8.021,0.061,-12.488,8.021,1.332,1.435,16.582,15.821,-33.036,-49.873,-98.349,-32.415,-48.92,-84.696,-22.823,-142.74,-165.707,-23.158,-139.731,-148.465,4057615.25,706016.5,4104631.75,712294.3125,4155853.75,650000.875,4144898.5,663533.875,0.906
2015-09-09 14:59:34.145000+00:00,3,False,False,True,3.422,9.995,-5.489,11.403,4.555,88.183,2015-09-09 14:58:18.852385152+00:00,255,304,324,384,27.586,10.7,-21.464,30.73,11.081,-21.32,30.838,0.061,-12.488,8.021,0.061,-12.488,8.021,1.332,1.435,16.582,15.821,-33.024,-49.884,-98.348,-32.409,-48.937,-84.696,-22.772,-142.763,-165.694,-23.107,-139.759,-148.45,4057615.25,706016.5,4104631.75,712294.3125,4155853.75,650000.875,4144898.5,663533.875,0.906
2015-09-11 08:11:04.099000+00:00,3,False,True,True,5.485,5.546,-2.991,6.302,2.688,30.991,2015-09-11 08:12:17.896301568+00:00,1214,1253,1273,1333,5.391,25.036,-34.165,51.776,24.599,-35.602,52.298,18.025,-26.842,32.364,18.025,-26.842,32.364,1.662,1.758,16.357,14.315,15.799,-168.566,-149.325,9.773,-184.1,-136.515,-178.872,-160.002,-357.372,-175.702,-156.789,-353.456,5219816,944275.3125,5247597.5,1192769.75,5572642.5,1112252.5,5591524,1278675.625,0.258
2015-09-11 09:45:24.122000+00:00,3,True,True,True,5.449,6.923,-4.245,8.121,2.457,24.817,2015-09-11 09:47:00.758439424+00:00,1441,1501,1361,1421,41.713,9.472,-19.379,61.083,8.924,-22.67,61.197,-2.63,-17.505,10.391,-2.63,-17.505,10.391,1.301,1.358,19.921,19.791,11.515,-195.58,-49.32,20.388,-190.258,-28.275,0.366,-251.042,-513.125,-6.877,-235.996,-524.101,6201119,1068876.5,6057019.5,1081396.25,6621727,985515.25,6658142.5,991352.3125,1.405
2015-09-11 10:44:54.169000+00:00,3,False,True,True,5.269,7.626,-4.857,9.041,0.613,47.863,2015-09-11 10:45:03.331825536+00:00,9,69,89,149,4.515,9.331,-19.868,40.423,9.25,-21.408,40.626,12.278,-23.593,39.705,12.278,-23.593,39.705,1.48,1.457,2.615,2.797,-19.25,-56.956,-174.318,-26.629,-46.835,-190.532,-57.758,-242.669,-476.3,-54.187,-252.205,-509.38,5107147,3194865.5,5208370,3385857,5342183,3606245.75,5626145,3908904.5,0.155
2015-09-11 11:51:34.123000+00:00,3,False,True,True,4.964,8.32,-5.344,9.889,2.45,35.431,2015-09-11 11:53:25.259814016+00:00,1046,1106,966,1026,20.226,9.927,-18.969,51.41,9.69,-18.595,51.735,7.691,-26.111,30.766,7.691,-26.111,30.766,1.721,1.737,10.442,9.874,33.164,-153.21,-91.777,30.959,-159.799,-72.271,-18.628,-275.281,-330.774,-16.027,-265.177,-302.279,2398012.75,1167404.125,2431324.75,1211224.125,3041253,1138365.5,3080283.25,1244027.375,0.264
2015-09-11 15:22:44.195000+00:00,3,False,False,True,3.478,10.072,-5.422,11.439,2.647,118.062,2015-09-11 15:23:40.949381504+00:00,948,983,1003,1063,76.218,21.535,-29.171,22.436,21.475,-34.032,23.111,-4.639,10.39,39.079,-4.639,10.39,39.079,1.214,1.51,6.804,6.869,-178.376,-22.27,118.326,-172.094,-29.35,131.902,-64.222,-209.973,-158.832,-55.81,-214.525,-141.547,3280749,1224965,3325662.25,1182147.5,4003482.5,1095521.125,3775679.5,1095772.375,0.204
2015-09-11 16:36:34.205000+00:00,3,False,False,True,2.822,10.454,-5.009,11.592,1.643,106.073,2015-09-11 16:36:57.932136960+00:00,58,118,138,198,85.994,10.37,-6.835,26.036,11.53,-7.149,25.7,-2.684,10.722,5.15,-2.684,10.722,5.15,1.023,1.248,9.442,9.215,-179.383,24.036,91.63,-183.65,29.378,92.287,30.396,-241.32,-25.769,39.299,-238.537,-23.385,5658824,875323.375,4958099.5,901672.25,5104705.5,863846.3125,4622537,889484.8125,1.813
2015-09-11 16:28:34.198000+00:00,3,False,False,True,2.896,10.421,-5.061,11.585,0.671,111.409,2015-09-11 16:30:19.529121536+00:00,1461,1462,1482,1542,18.57,25.825,-2.943,26.676,25.825,-2.943,26.676,20.822,-13.757,31.108,20.822,-13.757,31.108,3,3,3.792,3.792,-95.861,-271.771,-232.335,-95.861,-271.771,-232.335,46.633,-255.896,-63.847,46.633,-255.896,-63.847,1671201.125,1176853.125,1671201.125,1176853.125,1319494.5,1277545,1319494.5,1277545,0.1
2015-09-13 10:34:34.184000+00:00,3,False,False,True,5.543,7.5,-4.822,8.916,7.485,92.803,2015-09-13 10:35:18.927999872+00:00,187,247,267,327,12.513,6.518,-17.254,25.37,6.461,-17.194,24.959,3.238,-12.402,28.534,3.238,-12.402,28.534,0.598,0.627,4.46,4.166,-71.036,86.501,41.045,-71.74,84.024,40.692,-56.143,40.383,-1.164,-63.844,40.917,-35.944,6677566.5,1088846.5,6124201.5,1068334,8486200,1234251.75,7810310,1244427.125,0.155
2015-09-13 10:55:34.201000+00:00,3,False,False,True,5.465,7.724,-5.004,9.204,2.541,88.102,2015-09-13 10:56:10.686504448+00:00,175,235,255,315,23.824,8.951,-21.546,21.679,9.216,-21.585,21.149,6.478,-9.484,24.609,6.478,-9.484,24.609,0.546,0.556,5.081,5.075,-126.362,127.236,105.337,-129.208,129.453,109.122,-23.217,1.272,-129.838,-21.326,-8.781,-126.639,7486666,1215805,7327060.5,1237344.375,10733566,1381934.75,10581110,1419276.5,0.374
2015-09-13 15:16:24.213000+00:00,3,False,False,True,3.774,9.95,-5.463,11.351,0.884,113.359,2015-09-13 15:17:56.772606976+00:00,565,584,485,545,0,6.667,-16.107,19.379,6.422,-15.805,19.546,6.422,-15.805,19.546,6.422,-15.805,19.546,2.114,2.138,2.114,2.138,49.446,-303.005,-307.928,49.525,-303.633,-312.443,49.446,-303.005,-307.928,49.525,-303.633,-312.443,1503199.125,1503199.125,1497858.75,1497858.75,1872052,1872052,1877628.375,1877628.375,0.177
2015-09-13 15:31:24.076000+00:00,3,False,False,True,3.646,10.041,-5.395,11.399,3.578,93.042,2015-09-13 15:32:01.278824448+00:00,274,334,354,414,13.87,4.323,0.683,24.636,5.036,4.98,27.082,6.834,1.512,15.707,6.834,1.512,15.707,0.947,1.141,2.535,3.277,-83,-27.849,-70.593,-68.295,-74.174,-63.069,-5.789,-217.057,-77.562,-11.511,-224.55,-102.463,2582342,991234.75,2687031,1143068.5,2815570.25,1272450.25,2891549.5,1419221.25,0.511
2015-09-14 14:16:34.100000+00:00,3,False,False,True,4.382,9.497,-5.652,11.052,1.849,77.125,2015-09-14 14:17:56.047235456+00:00,1119,1179,1199,1259,3.029,13.754,-23.233,30.358,14.261,-23.505,29.596,12.859,-21.44,29.935,12.859,-21.44,29.935,0.998,1.18,1.797,3.337,-43.051,-43.11,-43.772,-38.401,-70.433,-57.262,-13.534,-106.542,-151.726,3.853,-98.696,-154.378,3481991,2081540.75,3271012.75,2302018.5,4430695,2574895.5,4323917,2674380.75,0.197
2015-09-14 15:37:34.164000+00:00,3,False,False,True,3.715,10.029,-5.369,11.376,1.565,58.629,2015-09-14 15:38:56.981984128+00:00,486,546,566,626,23.428,11.731,-13.248,18.205,12.173,-13.585,18.194,5.775,-1.588,9.036,5.775,-1.588,9.036,1.872,1.877,9.488,9.519,8.764,-167.144,-128.544,7.798,-162.532,-129.821,-47.611,-246.002,-315.774,-42.709,-239.319,-315.397,2462134.5,665804.375,2476534.25,679928.9375,2742231.5,734117.625,2761781.5,758829.0625,1.953
2015-09-14 16:09:54.140000+00:00,3,False,False,True,3.425,10.194,-5.19,11.439,1.484,79.243,2015-09-14 16:10:01.945309568+00:00,14,45,65,125,26.264,13.686,-19.849,21.759,14.278,-18.885,25.157,7.361,-4.325,24.345,7.361,-4.325,24.345,1.799,1.86,4.13,4.146,-41.521,20.668,-5.522,-41.891,12.479,-3.995,-65.171,-76.059,-238.766,-69.891,-78.751,-234.585,2143746.75,1362064.125,2187854.25,1426751.25,2433128.25,1323442,2390550.75,1399639.25,0.299
2015-09-15 11:40:24.175000+00:00,3,False,False,True,5.502,8.139,-5.36,9.745,1.119,47.174,2015-09-15 11:41:55.463987456+00:00,532,592,612,672,12.748,11.311,-11.734,22.95,11.649,-11.836,22.555,17.433,-7.703,26.016,17.433,-7.703,26.016,0.793,0.812,7.009,5.719,42.858,-69.46,33.151,68.953,-74.277,35.95,-37.896,-161.381,-198.038,-56.36,-161.117,-219.163,6094012.5,1104606,6085739.5,1849976.125,8219113,937829.875,8258882,1860203.625,0.389
2015-09-15 11:21:44.110000+00:00,3,False,False,True,5.591,7.957,-5.241,9.528,1.519,49.123,2015-09-15 11:20:09.479942912+00:00,118,178,38,98,8.861,10.361,-24.779,32.985,10.296,-24.323,32.88,12.895,-23.962,25.496,12.895,-23.962,25.496,0.917,0.917,6.15,5.343,8.198,-91.829,-93.762,7.408,-81.39,-65.247,-102.729,-201.732,-390.237,-118.874,-200.084,-449.15,3628960,826360.125,3902105.25,1577036.25,4700272,956362.5,4995322,1868599.75,0.219
2015-09-15 11:42:24.177000+00:00,3,False,True,True,5.492,8.158,-5.371,9.767,1.161,42.375,2015-09-15 11:43:37.539696896+00:00,1256,1306,1176,1236,0,10.209,-19.361,38.953,9.924,-19.053,38.933,9.924,-19.053,38.933,9.924,-19.053,38.933,1.608,1.668,1.608,1.668,-37.101,-183.85,-287.744,-42.337,-172.581,-216.81,-37.101,-183.85,-287.744,-42.337,-172.581,-216.81,2307800.5,2307800.5,2457682.25,2457682.25,2806699.5,2806699.5,2944791.75,2944791.75,0.076
2015-09-15 11:45:24.180000+00:00,3,False,False,True,5.477,8.186,-5.388,9.8,1.728,40.724,2015-09-15 11:43:40.389717888+00:00,56,106,0,36,7.83,10.461,-19.743,38.682,10.25,-19.292,38.803,12.48,-19.521,30.973,12.48,-19.521,30.973,1.309,1.376,4.407,4.005,-27.124,-161.981,-220.501,-35.446,-158.714,-192.57,-91.401,-235.191,-445.734,-96.062,-234.544,-438.348,2584125,1028619.6875,2702512.25,1174233,3324320.5,1312694.5,3361576.25,1358626.875,0.106
2015-09-15 11:59:14.141000+00:00,3,False,False,True,5.407,8.311,-5.458,9.943,2.17,70.515,2015-09-15 12:00:50.746918912+00:00,585,642,662,719,24.905,10.393,-24.578,30.612,10.167,-24.271,30.132,-4.973,-21.215,21.193,-4.973,-21.215,21.193,1.981,2.044,6.467,6.468,7.627,-124.613,-10.192,1.48,-126.361,-10.853,-10.204,-236.041,-142.106,-4.783,-231.254,-183.647,1163142.75,870350.75,1210335.625,845286.375,1885766.875,824796.75,1916276.375,820529.125,0.193
2015-09-15 12:00:44.142000+00:00,3,False,False,True,5.399,8.325,-5.466,9.959,1.419,61.38,2015-09-15 12:01:33.497220096+00:00,915,972,838,895,5.234,10.329,-23.925,24.548,10.652,-23.401,24.359,10.174,-19.713,24.902,10.174,-19.713,24.902,1.147,1.164,6.046,6.298,13.467,-87.553,-63.201,4.658,-79.014,-62.206,-73.566,-188.863,-359.828,-72.295,-193.739,-371.109,2613863.5,793028.6875,2719907.75,822668.5625,4096292.25,953210.125,4174542.25,965227.625,0.175
2015-09-15 11:48:34.082000+00:00,3,False,False,True,5.462,8.214,-5.405,9.832,1.447,62.306,2015-09-15 11:47:18.266236928+00:00,213,273,293,353,10.051,11.509,-15.055,36.287,10.698,-13.967,36.22,6.985,-6.345,31.783,6.985,-6.345,31.783,0.804,0.828,5.808,5.646,5.384,-5.871,-31.916,16.288,-2.338,-18.538,-62.173,-252.382,-370.91,-67.681,-252.824,-400.849,4135555.5,1315321,4137097.5,1558078.375,4778521.5,1110759.375,4706610,1476310,0.268
2015-09-15 12:02:34.093000+00:00,3,False,False,True,5.388,8.343,-5.475,9.979,1.411,62.783,2015-09-15 12:01:33.572220160+00:00,380,440,300,360,5.606,10.267,-24.001,24.533,10.275,-23.518,24.331,9.878,-19.632,24.97,9.878,-19.632,24.97,1.147,1.166,6.082,6.4,12.163,-88.746,-62.289,2.829,-92.483,-59.557,-73.718,-192.298,-359.855,-72.316,-195.23,-368.203,2608208.5,779082.3125,2708156,814718.75,4075144.5,927539.625,4159894.25,954327.0625,0.177
2015-09-15 12:25:14.162000+00:00,3,False,False,True,5.262,8.546,-5.568,10.2,2.634,77.834,2015-09-15 12:25:42.507432960+00:00,886,946,806,866,11.344,9.267,-22.749,28.376,9.296,-22.873,28.327,6.84,-13.263,25.716,6.84,-13.263,25.716,1.039,1.079,9.007,9.842,-4.782,-122.291,-147.173,-2.461,-126.68,-160.038,-66.016,-253.514,-323.753,-67.247,-253.633,-323.104,3077354.75,551390.375,3185712.25,563062.0625,3712160.5,682011.125,3937807.75,633209.1875,0.249
2015-09-15 12:32:14.168000+00:00,3,False,False,True,5.221,8.608,-5.591,10.265,2.489,62.671,2015-09-15 12:33:52.785902592+00:00,604,623,524,584,0,6.231,-15.597,37.663,6.922,-15.406,37.474,6.922,-15.406,37.474,6.922,-15.406,37.474,1.993,1.991,1.993,1.991,-13.193,-147.371,-191.618,-12.9,-129.749,-188.513,-13.193,-147.371,-191.618,-12.9,-129.749,-188.513,1325177.375,1325177.375,1399833,1399833,1946708.625,1946708.625,2039236,2039236,0.066
2015-09-15 13:07:04.146000+00:00,3,False,False,True,5.001,8.909,-5.673,10.562,3.996,58.721,2015-09-15 13:05:58.724614144+00:00,300,360,220,280,13.772,5.389,-23.904,39.209,4.744,-25.114,39.216,7.131,-20.692,21.256,7.131,-20.692,21.256,0.942,0.953,11.847,10.476,11.614,-86.498,-79.807,11.233,-84.762,-77.549,-6.06,-181.366,-256.595,-9.886,-179.247,-259.682,2252039.25,685715.375,2295145.75,781481.8125,3273158,610829.125,3336362.5,770846.75,0.31
2015-09-15 15:24:54.209000+00:00,3,False,False,True,3.944,9.911,-5.431,11.302,1.306,52.515,2015-09-15 15:25:36.885368960+00:00,731,791,651,711,5.717,4.82,-4.224,32.739,4.781,-4.284,32.711,8.808,-6.861,37.112,8.808,-6.861,37.112,0.62,0.702,2.792,3.913,49.075,-34.879,-53.313,33.404,-28.035,-58.341,-19.498,-260.694,-263.484,-32.113,-249.07,-274.837,5628496.5,1123087.5,5476585.5,1383773.5,7612694,1130285,7352819.5,1528388.25,0.13
2015-09-15 15:27:34.111000+00:00,3,False,False,True,3.923,9.926,-5.419,11.309,4.157,71.26,2015-09-15 15:28:36.136700416+00:00,484,544,404,464,11.642,12.007,-8.246,37.889,11.998,-8.57,38.782,15.908,-3.377,31.185,15.908,-3.377,31.185,1.15,1.107,9.66,9.895,54.349,-226.003,-222.269,13.552,-246.115,-255.238,-69.794,-300.401,-295.751,-66.076,-304.167,-270.597,2542708.25,406868.5625,3143877.5,429084.8125,2952519.75,610562.5,3902671.75,610786.3125,0.139
2015-09-18 12:35:34.130000+00:00,3,True,True,True,5.574,8.548,-5.618,10.228,1.64,21.542,2015-09-18 12:34:36.468136064+00:00,414,474,334,394,16.99,9.247,-8.618,32.274,9.123,-8.281,32.846,4.198,-11.316,18.804,4.198,-11.316,18.804,0.744,0.746,11.856,10.979,54.435,-6.797,46.702,55.017,-4.76,56.682,-42.59,-88.007,-370.151,-40.904,-88.358,-368.186,4218211,429177.0625,4221329.5,454134.125,5201349,476117.9375,5175802,522124.03125,0.322
2015-09-18 12:58:54.099000+00:00,3,False,True,True,5.428,8.741,-5.668,10.418,1.167,126.148,2015-09-18 12:57:20.053122560+00:00,548,608,628,688,13.562,5.354,-14.734,1.714,5.416,-15.011,0.598,6.461,-22.946,6.426,6.461,-22.946,6.426,2.078,2.12,3.008,3.217,-57.286,34.377,34.355,-56.078,29.992,34.088,-34.467,107.448,43.384,-33.655,108.467,44.77,3004687.5,1692942.75,3001624.25,1712157.625,2671073.5,1603003.75,2737901.75,1636386.75,0.307
2015-09-18 14:52:44.141000+00:00,3,False,True,True,4.589,9.57,-5.549,11.062,3.077,66.09,2015-09-18 14:54:04.429340928+00:00,975,1035,895,955,48.895,12.258,-14.339,26.671,9.864,-16.32,26.693,28.819,2.231,18.398,28.819,2.231,18.398,0.835,0.923,7.982,6.95,59.925,-231.191,-5.116,60.24,-191.961,-16.279,-18.544,-233.19,-171.274,-70.27,-219.815,-206.538,4569992.5,657329.875,4416414.5,1029503.25,5463137,688756.0625,5240103.5,1031724.6875,0.208
2015-09-19 09:04:44.169000+00:00,3,False,False,True,6.434,6.466,-4.028,7.618,2.504,34.971,2015-09-19 09:05:37.972557952+00:00,436,464,484,544,6.064,16.844,-23.091,52.728,16.749,-24.401,52.733,14.492,-26.396,43.698,14.492,-26.396,43.698,1.891,2.015,4.233,4.493,4.675,14.515,-65.26,3.798,11.338,-56.166,-23.172,-33.518,-212.221,-25.947,-34.175,-206.351,2786279,1627998.375,2830881.25,1614229.875,3362763.25,2004679,3340793.25,1948232.875,0.096
2015-09-19 09:08:14.172000+00:00,3,False,False,True,6.432,6.508,-4.07,7.675,2.846,66.624,2015-09-19 09:09:39.999232512+00:00,792,808,712,772,0,10.413,-22.021,51.019,9.744,-22.026,50.531,9.744,-22.026,50.531,9.744,-22.026,50.531,1.453,1.565,1.453,1.565,0.087,51.78,-16.47,4.369,52.698,-11.149,0.087,51.78,-16.47,4.369,52.698,-11.149,3343033.75,3343033.75,3170947.75,3170947.75,3657400.75,3657400.75,3495755.75,3495755.75,0.056
2015-09-20 06:36:54.153000+00:00,3,False,False,True,6.142,4.303,-2.049,4.766,2.837,56.389,2015-09-20 06:37:53.719970432+00:00,358,365,385,445,10.72,19.936,-11.457,94.758,20.188,-11.386,94.675,27.61,-26.629,88.237,27.61,-26.629,88.237,2.307,2.381,5.057,4.862,-16.274,-16.195,25.606,-16.695,-20.118,27.673,32.966,-170.187,-38.73,34.68,-172.271,-39.312,3810777.75,1973567.625,3985830.5,1925105.25,5667774,2768517.75,5757784.5,2769347.25,0.04
2015-09-20 14:52:54.097000+00:00,3,False,False,True,4.815,9.47,-5.53,10.966,1.922,92.781,2015-09-20 14:54:41.861358080+00:00,720,780,640,700,36.453,8.362,-22.842,15.594,8.126,-22.91,15.183,10.011,-5.168,13.248,10.011,-5.168,13.248,0.55,0.584,5.354,5.357,22.761,-76.211,-64.085,-2.783,-72.721,-68.446,-157.003,-304.02,-364.723,-159.723,-309.089,-384.69,3743451.5,888274.5,3664351,906496.8125,4983472.5,805221.625,4845785.5,855673.9375,0.643
2015-09-21 13:33:44.211000+00:00,3,False,True,True,5.548,8.877,-5.676,10.536,2.612,31.404,2015-09-21 13:34:36.925115008+00:00,1132,1192,1052,1112,8.571,8.917,-13.356,47.705,8.016,-14.087,47.93,0.809,-7.637,19.386,0.809,-7.637,19.386,1.816,1.852,18.846,18.067,-20.278,-177.05,-1.564,-55.071,-177.937,-1.537,-49.724,-216.141,-256.857,-50.502,-220.944,-257.266,1645742.75,407039.375,1669080.125,413594.6875,1848484.25,525559.875,1918174.75,528415.375,0.608
2015-09-23 07:46:04.138000+00:00,3,False,False,True,6.815,5.459,-3.125,6.29,1.336,72.143,2015-09-23 07:47:50.289380608+00:00,1246,1259,1166,1226,0,4.819,-29.319,66.138,4.799,-29.291,66.15,4.799,-29.291,66.15,4.799,-29.291,66.15,2.848,2.857,2.848,2.857,-1.479,-72.391,-51.588,-2.888,-71.013,-52.313,-1.479,-72.391,-51.588,-2.888,-71.013,-52.313,1042003.4375,1042003.4375,1031753.25,1031753.25,1287282.75,1287282.75,1304869.75,1304869.75,0.021
2015-09-23 07:49:24.091000+00:00,3,False,False,True,6.824,5.507,-3.172,6.355,1.336,72.087,2015-09-23 07:47:49.839377024+00:00,114,127,34,94,0,4.813,-29.272,66.159,4.792,-29.245,66.171,4.792,-29.245,66.171,4.792,-29.245,66.171,2.848,2.857,2.848,2.857,-1.28,-72.422,-51.549,-2.685,-71.05,-52.266,-1.28,-72.422,-51.549,-2.685,-71.05,-52.266,1042003.4375,1042003.4375,1031753.25,1031753.25,1287282.75,1287282.75,1304869.75,1304869.75,0.021
