jet_time,SatX_GSM,SatY_GSM,SatZ_GSM
2019-05-14 03:27:11,3.85,-9.7668,-3.4243
2019-05-24 09:06:14,-0.51,-17.932,0.8078
2019-05-24 09:56:56,-0.19,-17.214,0.8578
2019-05-24 10:19:57,-0.05,-16.813,0.8066
2019-05-24 10:21:32,-0.04,-16.813,0.8066
2019-06-07 10:26:38,-3.98,-16.3164,2.255
2019-06-07 10:54:55,-3.71,-16.0168,2.173
2019-06-07 10:57:32,-3.68,-15.9769,2.162
2019-06-07 10:59:29,-3.66,-15.9503,2.1547
2019-06-07 11:13:49,-3.52,-15.763,2.0915
2019-06-07 11:32:25,-3.33,-15.2606,1.8436
,,,
2015-09-19 07:43:30,6.346,5.399,-2.982
2015-10-16 10:33:30,9.231,6.092,-4.403
2015-10-16 13:07:02,8.31,7.078,-4.8
2015-10-22 06:05:22,9.637,3.481,-1.961
2015-11-01 15:08:06,7.814,6.202,-3.47
2015-11-12 07:19:21,11.507,2.302,-1.776
2015-12-08 11:20:44,10.233,1.288,-1.364
2015-12-09 01:06:11,9.922,-3.671,-0.928
2015-12-14 01:17:40,10.131,-4.163,-1.191
2016-01-07 09:36:15,8.888,-1.968,-0.733
2016-01-10 09:13:37,8.808,-2.395,-0.775
2016-02-07 20:23:35,3.874,-9.325,-5.72
2016-10-22 12:58:41,6.406,7.7,-4.706
2016-11-02 14:46:18,7.241,8.812,-3.543
2016-11-06 08:40:58,7.943,4.113,-2.826
2016-11-12 17:48:47,6.624,9.165,-1.104
2016-11-13 09:10:41,8.958,4.563,-2.625
2016-11-18 12:08:11,9.596,6.46,-2.509
2016-11-23 07:49:33,9.613,3.232,-1.604
2016-11-23 07:49:52,9.613,3.232,-1.604
2016-11-23 07:50:30,9.62,3.245,-1.608
2016-11-28 15:47:00,8.884,7.184,-0.44
2016-12-11 04:41:50,9.489,-0.056,-0.448
2016-12-19 14:15:02,10.204,4.17,0.934
2017-01-11 04:22:43,10.809,-3.713,-0.154
2017-01-22 10:15:46,10.744,-2.138,1.766
2017-01-22 10:15:58,10.75,-2.148,1.764
2017-01-22 10:47:33,10.519,1.79,1.837
,,,
2015-08-28 13:57:00,2.48,9.72,-5.2
2015-08-28 13:59:00,2.46,9.75,-5.2
2015-08-28 14:08:00,2.39,9.82,-5.2
