DateStart,Error
2015-09-01 12:11:14.077000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 16:52:14.148000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:02:04.106000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:50:04.143000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:13:44.165000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:07:04.109000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:18:44.169000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 16:58:44.153000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:30:54.078000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 16:48:44.145000+00:00,'NoneType' object has no attribute 'y'
2015-09-02 17:25:24.224000+00:00,'NoneType' object has no attribute 'y'
