DateStart,Error
2015-09-18 12:49:44.192000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-18 13:34:14.077000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-18 13:15:14.212000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-18 13:20:24.116000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-18 13:36:04.179000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-19 07:40:24.152000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-18 15:44:44.183000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-19 08:25:54.188000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-19 07:45:24.156000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-19 08:34:04.095000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-19 08:36:44.147000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-19 08:48:04.106000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-19 08:50:54.208000+00:00,local variable 'ind_range_msp' referenced before assignment
2015-09-19 08:53:54.210000+00:00,local variable 'vp_jet' referenced before assignment
2015-09-19 09:25:44.186000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-19 09:45:04.152000+00:00,index 0 is out of bounds for axis 0 with size 0
2015-09-19 10:36:24.143000+00:00,index 0 is out of bounds for axis 0 with size 0
