Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
2015-09-03 14:19:44.151000+00:00,3,False,False,True,3.004,9.846,-5.441,11.249,3.956,15.674,2015-09-03 14:39:18.506540544+00:00,3126,3159,7086,7152,48.983,5.926,-1.613,41.49,5.851,-1.611,41.475,7.097,-37.834,29.83,7.097,-37.834,29.83,0.733,0.731,18.357,18.153,41.245,-16.374,-13.188,44.049,-14.897,-16.297,-8.235,-220.773,-164.154,-6.191,-223.895,-165.891,42594000.0,2500454.0,42722608.0,2488291.5,62382292.0,3233572.0,62537572.0,3230132.25,0.723,0.712,
2015-09-03 14:56:24.080000+00:00,3,True,True,True,2.707,10.147,-5.358,11.475,0.909,26.651,2015-09-03 15:01:11.990401408+00:00,8761,8794,12195,12261,40.582,8.723,-0.802,49.387,8.518,0.331,49.86,5.169,-20.861,24.184,5.169,-20.861,24.184,0.851,0.838,24.988,24.744,42.831,-24.281,26.508,39.193,-23.731,32.387,-3.612,-275.641,-248.064,-5.193,-274.505,-247.973,40338148.0,3286906.5,42213648.0,3259531.25,52154892.0,3201275.0,53871192.0,3202021.5,2.876,0.533,
2015-09-03 16:09:34.189000+00:00,3,True,True,True,2.087,10.637,-5.029,11.766,0.478,28.34,2015-09-03 16:12:42.545009024+00:00,985,1018,402,468,72.599,4.864,2.988,34.229,4.909,2.977,34.133,14.244,-33.495,12.549,14.244,-33.495,12.549,2.084,2.06,31.308,31.836,32.365,52.729,0.996,33.234,51.905,0.125,-26.126,-233.893,-134.774,-33.741,-236.535,-135.27,34910588.0,2028931.5,35193476.0,2080905.75,46215148.0,2514898.5,46292140.0,2528794.5,1.906,2.309,
2015-09-03 15:40:54.116000+00:00,3,False,False,True,2.334,10.464,-5.18,11.676,8.949,64.886,2015-09-03 15:29:33.677007360+00:00,2557,2590,7442,7508,91.609,2.095,1.875,27.057,2.149,1.882,27.008,3.325,-43.484,1.533,3.325,-43.484,1.533,1.106,1.102,23.149,23.061,-34.992,90.677,36.359,-37.366,88.071,36.156,-6.664,-186.772,-152.824,-7.691,-189.186,-152.64,63220672.0,2707447.0,63567916.0,2664619.5,80641720.0,2773615.5,82034696.0,2779555.5,1.134,3.602,
2015-09-04 11:36:24.158000+00:00,3,False,False,True,4.222,8.214,-5.012,9.623,3.518,148.595,2015-09-04 11:47:07.129763968+00:00,3361,3394,690,756,27.788,10.354,-13.058,18.605,10.116,-13.081,18.47,7.781,-2.74,24.541,7.781,-2.74,24.541,1.164,1.164,8.724,8.459,46.758,-2.523,7.305,48.415,-0.32,8.075,-1.809,-96.938,104.385,-0.616,-95.979,102.874,88450496.0,11615828.0,90116880.0,11665610.0,108907224.0,13050404.0,109642640.0,13126563.0,5.073,6.254,
2015-09-04 11:42:54.163000+00:00,3,False,False,True,4.186,8.288,-5.058,9.709,3.518,148.595,2015-09-04 11:47:07.129763968+00:00,3361,3394,690,756,27.788,10.354,-13.058,18.605,10.116,-13.081,18.47,7.781,-2.74,24.541,7.781,-2.74,24.541,1.164,1.164,8.724,8.459,46.758,-2.523,7.305,48.415,-0.32,8.075,-1.809,-96.938,104.385,-0.616,-95.979,102.874,88450496.0,11615828.0,90116880.0,11665610.0,108907224.0,13050404.0,109642640.0,13126563.0,5.073,6.254,
2015-09-04 12:09:34.083000+00:00,3,False,False,True,4.033,8.578,-5.22,10.042,2.475,92.756,2015-09-04 12:10:50.714710016+00:00,1022,1055,1578,1644,13.727,7.245,-4.724,12.328,7.259,-4.866,12.329,7.932,-7.378,26.43,7.932,-7.378,26.43,1.118,1.119,6.768,6.674,57.391,38.566,-74.155,54.046,34.481,-76.24,-68.555,16.945,-59.258,-62.298,3.618,-68.259,85739896.0,13308234.0,85491152.0,13914947.0,105223328.0,14382831.0,106357752.0,14857596.0,4.034,15.833,
2015-09-04 12:16:34.089000+00:00,3,False,False,True,3.99,8.653,-5.257,10.124,2.475,92.756,2015-09-04 12:10:50.714710016+00:00,1022,1055,1578,1644,13.727,7.245,-4.724,12.328,7.259,-4.866,12.329,7.932,-7.378,26.43,7.932,-7.378,26.43,1.118,1.119,6.768,6.674,57.391,38.566,-74.155,54.046,34.481,-76.24,-68.555,16.945,-59.258,-62.298,3.618,-68.259,85739896.0,13308234.0,85491152.0,13914947.0,105223328.0,14382831.0,106357752.0,14857596.0,4.034,15.833,
2015-09-06 12:15:44.176000+00:00,3,False,True,True,4.23,8.628,-5.325,10.139,1.584,134.236,2015-09-06 12:18:23.224909312+00:00,1553,1586,4345,4411,13.837,13.851,-8.231,23.324,14.014,-8.102,23.255,15.4,-5.103,39.913,15.4,-5.103,39.913,0.559,0.557,8.635,8.914,-62.65,73.753,-29.968,-58.732,75.143,-27.305,-20.992,-207.338,-148.295,-16.626,-211.858,-153.31,80547400.0,7232055.5,80969128.0,7216168.5,85303096.0,7130816.0,84529408.0,7121582.5,1.183,1.977,
2015-09-06 12:21:54.081000+00:00,3,False,True,True,4.19,8.694,-5.356,10.211,3.103,139.728,2015-09-06 12:36:33.582657920+00:00,1553,1586,4345,4411,13.837,13.851,-8.231,23.324,14.014,-8.102,23.255,15.4,-5.103,39.913,15.4,-5.103,39.913,0.559,0.557,8.635,8.914,-62.65,73.753,-29.968,-58.732,75.143,-27.305,-20.992,-207.338,-148.295,-16.626,-211.858,-153.31,80547400.0,7232055.5,80969128.0,7216168.5,85303096.0,7130816.0,84529408.0,7121582.5,1.183,1.977,
2015-09-06 12:30:34.137000+00:00,3,False,True,True,4.138,8.78,-5.392,10.304,3.103,139.728,2015-09-06 12:36:33.582657920+00:00,1553,1586,4345,4411,13.837,13.851,-8.231,23.324,14.014,-8.102,23.255,15.4,-5.103,39.913,15.4,-5.103,39.913,0.559,0.557,8.635,8.914,-62.65,73.753,-29.968,-58.732,75.143,-27.305,-20.992,-207.338,-148.295,-16.626,-211.858,-153.31,80547400.0,7232055.5,80969128.0,7216168.5,85303096.0,7130816.0,84529408.0,7121582.5,1.183,1.977,
2015-09-06 12:37:14.193000+00:00,3,True,True,True,4.097,8.845,-5.418,10.373,2.701,136.153,2015-09-06 12:36:33.582657920+00:00,954,987,3744,3810,13.846,13.826,-8.273,23.329,14.014,-8.112,23.259,15.4,-5.103,39.913,15.4,-5.103,39.913,0.559,0.557,8.635,8.914,-64.55,71.857,-28.84,-65.525,74.343,-25.95,-20.992,-207.338,-148.295,-16.626,-211.858,-153.31,80547400.0,7232055.5,81068864.0,7216168.5,85303096.0,7130816.0,84653496.0,7121582.5,1.183,1.978,
2015-09-06 12:54:54.106000+00:00,3,False,False,True,3.98,9.022,-5.477,10.554,0.381,128.613,2015-09-06 12:36:33.582657920+00:00,7490,7523,9498,9564,46.521,12.367,-11.13,5.179,12.416,-11.406,5.237,6.025,-14.399,27.302,6.025,-14.399,27.302,0.777,0.778,5.93,5.941,30.064,-71.558,-37.009,28.477,-71.054,-37.958,-2.724,-64.843,-86.742,3.935,-67.461,-92.948,67680944.0,14509793.0,68486840.0,14462814.0,97680376.0,10059838.0,97493168.0,10102745.0,2.706,6.95,
2015-09-06 13:00:24.111000+00:00,3,False,False,True,3.943,9.075,-5.491,10.607,4.17,117.606,2015-09-06 13:18:31.425578496+00:00,5290,5323,7471,7537,27.968,12.367,-11.13,5.179,12.416,-11.406,5.237,9.995,-22.039,17.869,9.995,-22.039,17.869,0.777,0.778,6.776,6.812,30.064,-71.558,-37.009,28.477,-71.054,-37.958,6.424,-144.727,-33.818,10.942,-146.209,-32.673,67680944.0,12535554.0,68486840.0,12529393.0,97680376.0,9072447.0,97493168.0,9107728.0,3.007,6.95,
2015-09-06 13:10:54.119000+00:00,3,True,True,True,3.872,9.174,-5.515,10.704,2.905,95.385,2015-09-06 13:29:40.655349504+00:00,3891,3924,6072,6138,27.968,12.367,-11.13,5.179,12.416,-11.406,5.237,9.995,-22.039,17.869,9.995,-22.039,17.869,0.777,0.778,6.776,6.812,30.064,-71.558,-37.009,28.477,-71.054,-37.958,6.424,-144.727,-33.818,10.942,-146.209,-32.673,67680944.0,12535554.0,68486840.0,12529393.0,97680376.0,9072447.0,97493168.0,9107728.0,3.007,6.95,
2015-09-06 13:27:44.082000+00:00,3,False,False,True,3.756,9.327,-5.54,10.848,1.083,70.1,2015-09-06 13:29:40.655349504+00:00,8074,8107,11055,11121,58.251,11.816,-8.583,13.387,11.805,-8.487,13.462,19.624,18.433,20.728,19.624,18.433,20.728,0.763,0.76,6.008,6.348,24.253,29.788,-33.303,25.056,29.758,-32.139,87.365,81.793,53.242,85.272,87.23,55.303,60622696.0,9629199.0,60064876.0,9482319.0,76218008.0,7673147.0,77786472.0,7675454.0,1.757,4.433,
2015-09-06 13:18:54.125000+00:00,3,False,False,True,3.816,9.249,-5.529,10.775,0.973,100.003,2015-09-06 13:29:40.655349504+00:00,10872,10905,12368,12434,28.416,11.816,-8.583,13.387,11.805,-8.487,13.462,12.418,-2.333,31.119,12.418,-2.333,31.119,0.763,0.76,6.776,6.627,24.253,29.788,-33.303,25.056,29.758,-32.139,-8.324,-10.63,111.775,-7.863,-13.009,112.103,60622696.0,10312912.0,60064876.0,10321488.0,76218008.0,10082668.0,77786472.0,10107120.0,2.154,4.433,
2015-09-06 13:46:24.147000+00:00,3,False,False,True,3.619,9.498,-5.551,11.001,2.306,91.77,2015-09-06 13:29:40.655349504+00:00,1874,1907,4855,4921,58.251,11.816,-8.583,13.387,11.805,-8.487,13.462,19.624,18.433,20.728,19.624,18.433,20.728,0.763,0.76,6.008,6.348,24.253,29.788,-33.303,25.056,29.758,-32.139,87.365,81.793,53.242,85.272,87.23,55.303,60622696.0,9629199.0,60064876.0,9482319.0,76218008.0,7673147.0,77786472.0,7675454.0,1.757,4.433,
2015-09-06 13:35:34.188000+00:00,3,False,False,True,3.699,9.4,-5.547,10.914,1.032,63.475,2015-09-06 13:29:40.655349504+00:00,6207,6240,9188,9254,58.251,11.816,-8.583,13.387,11.805,-8.487,13.462,19.624,18.433,20.728,19.624,18.433,20.728,0.763,0.76,6.008,6.348,24.253,29.788,-33.303,25.056,29.758,-32.139,87.365,81.793,53.242,85.272,87.23,55.303,60622696.0,9629199.0,60064876.0,9482319.0,76218008.0,7673147.0,77786472.0,7675454.0,1.757,4.433,
2015-09-06 13:37:34.190000+00:00,3,False,False,True,3.684,9.418,-5.548,10.931,1.562,79.852,2015-09-06 13:29:40.655349504+00:00,5407,5440,8388,8454,58.251,11.816,-8.583,13.387,11.805,-8.487,13.462,19.624,18.433,20.728,19.624,18.433,20.728,0.763,0.76,6.008,6.348,24.253,29.788,-33.303,25.056,29.758,-32.139,87.365,81.793,53.242,85.272,87.23,55.303,60622696.0,9629199.0,60064876.0,9482319.0,76218008.0,7673147.0,77786472.0,7675454.0,1.757,4.433,
2015-09-07 13:36:34.122000+00:00,3,False,False,True,3.814,9.387,-5.573,10.917,1.196,88.847,2015-09-07 13:28:29.000150528+00:00,2297,2330,3910,3976,166.296,7.664,-7.189,26.66,7.761,-7.031,26.549,-4.782,3.354,-41.992,-4.782,3.354,-41.992,0.925,0.923,21.567,21.377,-35.735,-27.678,129.602,-36.752,-23.622,129.415,-8.251,-349.814,-116.111,-7.249,-354.096,-113.203,65408460.0,2417191.5,65756208.0,2407064.25,92532320.0,3486202.0,92393160.0,3500116.5,1.156,2.911,
2015-09-07 18:04:14.090000+00:00,3,True,True,True,1.52,10.85,-4.332,11.683,2.405,142.696,2015-09-07 17:56:56.265289088+00:00,93,126,3988,4054,46.817,12.769,-26.22,13.267,13.523,-27.401,12.919,4.785,-39.304,-14.357,4.785,-39.304,-14.357,0.966,0.963,12.433,11.857,-16.228,62.945,-4.706,-10.366,47.802,-2.232,-29.582,-293.459,-117.87,-41.267,-286.552,-129.425,54608424.0,5139829.0,54560328.0,5609990.0,60842232.0,4628659.0,60202236.0,4596306.0,1.197,1.837,
2015-09-07 17:28:14.211000+00:00,3,True,True,True,1.862,10.799,-4.598,11.737,1.589,93.173,2015-09-07 17:08:43.793525888+00:00,5299,5332,3878,3944,127.822,6.449,0.304,15.746,6.713,0.275,15.461,7.06,-36.542,-37.96,7.06,-36.542,-37.96,1.53,1.53,16.267,16.473,21.554,106.457,-24.35,21.769,107.876,-25.726,6.406,-299.742,-25.142,7.519,-296.964,-28.973,45563048.0,2360110.5,44973756.0,2368206.0,50192348.0,4024632.5,50697460.0,4057725.0,0.595,8.593,
2015-09-07 17:56:14.084000+00:00,3,True,True,True,1.597,10.844,-4.392,11.699,2.6,147.362,2015-09-07 17:56:56.265289088+00:00,226,259,4254,4320,115.742,8.418,3.924,20.314,8.463,4.033,20.497,4.785,-39.304,-14.357,4.785,-39.304,-14.357,0.85,0.848,12.433,11.857,71.102,25.69,-5.769,71.228,25.133,-3.329,-29.582,-293.459,-117.87,-41.267,-286.552,-129.425,71388136.0,5139829.0,71168400.0,5609990.0,75513200.0,4628659.0,75665200.0,4596306.0,1.197,4.286,
2015-09-07 14:18:54.107000+00:00,3,False,False,True,3.496,9.749,-5.551,11.219,1.369,98.22,2015-09-07 14:11:38.242880512+00:00,3309,3342,1284,1350,88.606,7.14,-1.201,27.835,7.201,-1.008,28.077,-1.948,44.733,3.234,-1.948,44.733,3.234,1.48,1.491,13.27,13.358,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.287,-270.934,-168.429,51.865,-266.411,-159.984,45017592.0,3914288.5,45513944.0,3952138.75,52694592.0,5303479.0,52718628.0,5305622.0,1.013,2.996,
2015-09-07 13:55:54.088000+00:00,3,False,False,True,3.671,9.557,-5.574,11.064,1.313,99.511,2015-09-07 14:11:38.242880512+00:00,7240,7273,5211,5277,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-07 14:07:14.197000+00:00,3,False,False,True,3.588,9.65,-5.566,11.14,1.331,97.124,2015-09-07 14:11:38.242880512+00:00,5909,5942,3880,3946,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-07 14:13:24.102000+00:00,3,False,False,True,3.539,9.704,-5.559,11.184,1.283,95.167,2015-09-07 14:11:38.242880512+00:00,4510,4543,2481,2547,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-07 13:59:34.141000+00:00,3,False,False,True,3.645,9.587,-5.572,11.089,1.372,97.098,2015-09-07 14:11:38.242880512+00:00,6441,6474,4412,4478,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-07 14:03:34.144000+00:00,3,False,False,True,3.615,9.621,-5.569,11.117,1.372,97.098,2015-09-07 14:11:38.242880512+00:00,6441,6474,4412,4478,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-07 14:02:24.093000+00:00,3,False,False,True,3.622,9.613,-5.57,11.11,1.372,97.098,2015-09-07 14:11:38.242880512+00:00,6441,6474,4412,4478,89.2,7.14,-1.201,27.835,7.201,-1.008,28.077,-2.542,44.947,2.916,-2.542,44.947,2.916,1.48,1.491,12.978,13.16,-13.314,94.059,-79.993,-15.622,92.373,-79.534,50.604,-272.03,-174.688,51.865,-266.411,-177.807,45017592.0,4001409.5,45513944.0,4021232.5,52694592.0,5310563.0,52718628.0,5331256.0,1.008,2.996,
2015-09-09 08:50:24.100000+00:00,3,True,True,True,5.289,6.108,-3.45,7.015,3.187,155.334,2015-09-09 08:41:31.675780864+00:00,551,584,3939,4005,11.461,16.121,-13.025,6.039,16.334,-12.909,6.03,39.554,-23.631,5.917,39.554,-23.631,5.917,1.002,1.009,19.355,19.192,-24.771,11.008,-33.387,-22.81,11.824,-30.853,-86.342,-55.778,-163.329,-83.488,-75.019,-164.3,87756688.0,6399773.5,87845360.0,6426996.5,104056328.0,7933148.0,108355008.0,7924024.0,2.029,7.113,
2015-09-09 08:55:24.104000+00:00,3,False,False,True,5.287,6.185,-3.519,7.116,3.343,147.099,2015-09-09 08:41:31.675780864+00:00,754,787,3140,3206,38.689,17.836,-36.539,25.236,17.483,-36.393,23.23,39.554,-23.631,5.917,39.554,-23.631,5.917,2.003,2.06,19.355,19.192,-44.027,-74.743,-287.751,-40.879,-76.811,-300.872,-86.342,-55.778,-163.329,-83.488,-75.019,-164.3,39221300.0,6399773.5,38820152.0,6426996.5,41278620.0,7933148.0,41646232.0,7924024.0,2.029,1.241,
2015-09-09 09:01:04.158000+00:00,3,False,False,True,5.284,6.269,-3.594,7.226,3.596,144.135,2015-09-09 08:41:31.675780864+00:00,486,519,2872,2938,38.689,17.836,-36.539,25.236,17.483,-36.393,23.23,39.554,-23.631,5.917,39.554,-23.631,5.917,2.003,2.06,19.355,19.192,-44.027,-74.743,-287.751,-40.879,-76.811,-300.872,-86.342,-55.778,-163.329,-83.488,-75.019,-164.3,39221300.0,6399773.5,38820152.0,6426996.5,41278620.0,7933148.0,41646232.0,7924024.0,2.029,1.241,
2015-09-09 13:42:44.132000+00:00,3,True,True,True,4.016,9.389,-5.619,10.942,1.751,153.531,2015-09-09 14:01:31.578941952+00:00,1136,1169,3032,3098,138.638,9.127,-10.678,18.128,9.146,-10.455,18.178,5.093,9.269,-13.232,5.093,9.269,-13.232,0.709,0.711,13.472,13.492,56.48,25.965,-40.826,62.662,24.146,-41.856,-118.385,-171.752,-208.616,-121.067,-169.761,-210.977,54042696.0,4911920.0,54369036.0,4998439.0,73414048.0,4253451.0,73720792.0,4317034.0,9.489,2.851,
2015-09-09 13:51:34.089000+00:00,3,True,True,True,3.95,9.466,-5.617,11.007,1.137,84.255,2015-09-09 14:08:56.481978496+00:00,7096,7129,3032,3098,139.417,12.205,-12.991,26.472,12.188,-13.364,26.619,5.093,9.269,-13.232,5.093,9.269,-13.232,0.633,0.632,13.472,13.492,68.266,72.029,57.74,73.713,67.279,53.453,-118.385,-171.752,-208.616,-121.067,-169.761,-210.977,64734632.0,4911920.0,63634452.0,4998439.0,69581872.0,4253451.0,69888088.0,4317034.0,9.489,1.416,
