Date,Probe,walen1,walen2,jet_detection,x_gsm,y_gsm,z_gsm,r_spc,r_W,theta_w,jet_time,ind_min_msp,ind_max_msp,ind_min_msh,ind_max_msh,ind_jet_center,angle_b_lmn_vec_msp_msh_median,b_lmn_vec_msp_mean_n,b_lmn_vec_msp_mean_m,b_lmn_vec_msp_mean_l,b_lmn_vec_msp_median_n,b_lmn_vec_msp_median_m,b_lmn_vec_msp_median_l,b_lmn_vec_msh_mean_n,b_lmn_vec_msh_mean_m,b_lmn_vec_msh_mean_l,b_lmn_vec_msh_median_n,b_lmn_vec_msh_median_m,b_lmn_vec_msh_median_l,np_msp_median,np_msp_mean,np_msh_median,np_msh_mean,vp_lmn_vec_msp_mean_n,vp_lmn_vec_msp_mean_m,vp_lmn_vec_msp_mean_l,vp_lmn_vec_msp_median_n,vp_lmn_vec_msp_median_m,vp_lmn_vec_msp_median_l,vp_lmn_vec_msh_mean_n,vp_lmn_vec_msh_mean_m,vp_lmn_vec_msh_mean_l,vp_lmn_vec_msh_median_n,vp_lmn_vec_msh_median_m,vp_lmn_vec_msh_median_l,tp_para_msp_median,tp_para_msh_median,tp_para_msp_mean,tp_para_msh_mean,tp_perp_msp_median,tp_perp_msh_median,tp_perp_msp_mean,tp_perp_msh_mean,beta_msh_mean,beta_msp_mean
2015-09-02 16:58:44.153000+00:00,3,False,False,True,1.527,10.903,-4.689,11.869,1.428,37.954,2015-09-02 17:05:04.166621568+00:00,124,124,57,57,217,48.817,17.963,9.898,35.901,17.963,9.898,35.901,-5.329,21.104,18.521,-5.329,21.104,18.521,3.059,3.059,40.642,40.642,-97.869,100.597,-35.238,-97.869,100.597,-35.238,-187.909,111.098,-112.014,-187.909,111.098,-112.014,23938224.0,1835228.875,23938224.0,1835228.875,30038702.0,2381172.25,30038702.0,2381172.25,3.483,1.613,
2015-09-02 17:02:04.106000+00:00,3,False,False,True,1.496,10.917,-4.665,11.871,1.098,34.27,2015-09-02 17:05:04.166621568+00:00,80,80,22,22,173,41.98,17.963,9.898,35.901,17.963,9.898,35.901,-5.799,26.639,30.721,-5.799,26.639,30.721,3.059,3.059,32.786,32.786,-97.869,100.597,-35.238,-97.869,100.597,-35.238,-217.795,118.295,-110.587,-217.795,118.295,-110.587,23938224.0,2066603.125,23938224.0,2066603.125,30038702.0,2862199.0,30038702.0,2862199.0,1.572,1.613,
